,player_name,goals_scored,assists,minutes,position_index,clean_sheets,total_points,ict,ict_pred
2267,Yves Bissouma,0,0,1458,3,2,39,55.4,43.325612900404295
2268,Alfie Mawson,5,0,4230,2,13,157,162.4,163.9504857282057
2269,Sergio Romero,0,0,270,1,3,30,10.3,-7.377428612206408
2270,Romain Saïss,0,0,16,3,0,2,1.3,1.4680796000716834
2271,Michail Antonio,12,12,4213,4,16,218,357.1,382.82029192799
2272,Christian Eriksen,0,2,503,4,3,28,47.4,36.979274486354704
2273,Juninho Bacuna,0,0,606,3,0,16,25.6,17.959386844861726
2274,James McClean,1,2,679,4,2,30,52.7,47.40688101149972
2275,Scott McTominay,0,0,191,3,2,8,8.6,11.64502374898995
2276,Nathan Redmond,7,1,2718,4,11,124,230.9,170.67981186178758
2277,Gylfi Sigurdsson,5,6,1707,4,2,94,168.8,142.76404676430076
2278,Fabian Delph,0,0,30,3,0,2,0.6,1.8776146895127228
2279,Nicolás Otamendi,2,2,3022,2,12,134,137.9,129.72631529650718
2280,Harry Maguire,0,1,378,2,0,8,14.1,19.052258929488648
2281,Lee Cattermole,0,0,312,3,0,7,5.4,9.874825412826365
2282,Sokratis Papastathopoulos,0,0,1028,2,1,16,24.7,30.416911361286353
2283,Aaron Cresswell,1,9,5659,2,15,189,240.2,241.88986498582847
2284,Michel Vorm,0,0,416,1,2,17,6.9,5.774682861812366
2285,Andros Townsend,7,17,6950,4,21,289,511.8,492.8903047264626
2286,Granit Xhaka,6,13,7714,3,27,262,442.4,451.54314551030035
2287,Markus Suttner,0,0,630,2,2,20,12.8,19.590586346579904
2288,Terence Kongolo,0,0,1227,2,2,33,39.6,35.963491526443214
2289,Dominic Calvert-Lewin,5,6,2030,5,6,94,124.5,166.38531864665822
2290,Eric Bailly,1,0,2967,2,19,153,92.6,103.75412394790857
2291,Dusan Tadic,6,10,4478,4,20,192,400.5,343.9611131631755
2292,Angus Gunn,0,0,540,1,3,38,16.7,6.512562990737209
2293,Adama Traoré,0,0,951,4,4,31,45.8,37.77638106849179
2294,Philipp Wollscheid,0,0,180,2,0,1,5.0,5.0205368499859
2295,Collin Quaner,0,4,1149,5,2,41,69.2,83.14565216866605
2296,Marcus Rashford,17,14,4591,5,19,259,427.0,461.9964788410577
2297,Sokratis Papastathopoulos,0,0,488,2,0,5,11.1,14.925888706715995
2298,Konstantinos Mavropanos,0,0,205,2,1,5,5.9,5.669159701631045
2299,Michael Keane,0,0,450,2,1,25,13.6,13.767670067355603
2300,Adam Lallana,8,7,2703,4,12,158,256.0,238.7494633042121
2301,Adam Federici,0,0,180,1,1,8,3.5,-0.26300420964686033
2302,Adam Smith,1,7,4777,2,10,147,205.2,205.90178842832364
2303,Rob Holding,0,1,2435,2,8,83,82.9,80.32130031986964
2304,Michail Antonio,12,10,3775,4,14,194,315.1,340.2265506953186
2305,Eric Bailly,0,0,828,2,3,32,24.5,26.00369846378436
2306,Florin Andone,1,0,126,5,0,16,10.3,13.248433678095218
2307,Michael Keane,1,3,4269,2,12,153,163.5,155.46171134837562
2308,Jonathan Benteke,0,0,7,5,0,1,1.4,2.0005328204902213
2309,Ilkay Gündogan,12,6,4157,3,21,227,342.9,327.2234521688336
2310,Angelo Ogbonna,1,0,3645,2,7,97,115.5,108.34567435494391
2311,Christian Atsu,2,4,2186,4,6,92,144.6,127.24523713298328
2312,Pedro Rodríguez Ledesma,11,12,2536,4,17,197,233.5,291.3544927017452
2313,Ryan Fredericks,0,0,377,2,0,6,10.8,11.473279172710292
2314,Demarai Gray,1,4,995,4,4,57,70.7,76.2628559974304
2315,Víctor Camarasa,3,3,1889,3,6,73,120.0,115.39479279008145
2316,Michail Antonio,10,9,3067,4,10,159,265.2,273.2276866509327
2317,Ethan Ampadu,0,0,10,2,0,1,0.7,-0.9592349953018111
2318,Marcos Alonso,1,3,1270,2,10,104,70.9,65.60776140120606
2319,Mohamed Diamé,2,0,987,3,1,46,42.0,48.066507750060026
2320,Rekeem Harper,0,0,20,3,0,1,2.7,1.5852405763585065
2321,Pedro Rodríguez Ledesma,17,13,4154,4,25,288,380.9,436.2340129745415
2322,Simon Francis,0,1,5000,2,13,130,210.8,148.2550330769161
2323,Aaron Ramsey,9,18,3640,3,16,232,353.2,370.17238305348513
2324,Morgan Schneiderlin,0,0,6,3,0,1,0.1,1.1746401459747062
2325,Juninho Bacuna,0,0,13,3,0,2,0.3,1.3801286958540757
2326,Rekeem Harper,0,0,20,3,0,1,2.7,1.5852405763585065
2327,Leroy Fer,6,3,2797,3,6,108,142.9,166.37607080318173
2328,Paul Dummett,0,0,3238,2,11,111,96.5,93.64754832993033
2329,Riyad Mahrez,10,11,4096,4,13,212,332.8,336.6241241172185
2330,Aiden O'Neill,0,0,85,3,0,3,2.1,3.4728187609787913
2331,Florent Hadergjonaj,0,1,2718,2,7,84,119.0,84.78196135472533
2332,Charlie Adam,1,4,1710,3,6,67,122.9,99.40355712609559
2333,Neeskens Kebano,0,0,40,4,0,4,2.0,3.540383967086653
2334,Matteo Darmian,0,0,1333,2,9,70,29.4,45.68030475072621
2335,Joshua King,18,4,4077,5,13,221,326.2,316.82994702413004
2336,Emerson Hyndman,0,0,58,3,0,1,1.8,2.692362438234074
2337,Cristhian Stuani,4,0,1193,5,3,51,75.3,72.22006278824622
2338,Lamine Koné,0,0,1350,2,2,30,51.7,39.09949269841674
2339,Jeff Hendrick,4,2,4397,3,17,142,150.1,206.56020617800505
2340,Marvin Zeegelaar,0,2,993,2,2,28,35.2,46.40278567492025
2341,André Carrillo,1,3,1242,4,3,55,71.8,74.85686166652988
2342,Robbie Brady,2,7,1996,3,7,95,148.9,142.60829502603647
2343,Kasey Palmer,0,0,168,4,1,4,7.2,9.721021218200427
2344,Maarten Stekelenburg,0,0,1683,1,4,68,35.1,46.32520289733402
2345,Tom Heaton,0,0,3455,1,10,157,108.5,84.48960287591493
2346,Matt Targett,0,0,539,2,1,18,24.6,16.518487046431446
2347,Will Hughes,2,1,323,3,2,26,30.3,38.06574401762835
2348,Chris Mepham,0,0,731,2,2,22,16.4,22.574943588680817
2349,Simone Zaza,0,0,121,5,0,3,6.4,6.104266079864287
2350,Shkodran Mustafi,3,2,3008,2,15,144,153.7,141.29811994749656
2351,Ben Watson,0,0,54,3,0,2,0.6,2.57631332382846
2352,Lys Mousset,0,1,309,5,1,19,19.9,20.506695725525343
2353,Eric Bailly,1,0,2778,2,19,151,89.5,94.95651724096979
2354,Ilkay Gündogan,1,0,71,3,1,10,8.9,14.257337943627668
2355,Fernando Llorente,11,2,1905,5,3,107,169.1,164.0399138124666
2356,Tom Cleverley,1,5,3748,3,9,113,170.8,169.1591550170931
2357,Álvaro Morata,9,4,1076,5,8,85,130.8,141.14676222426868
2358,Marc Pugh,2,3,2303,4,10,96,134.9,132.92895456945223
2359,Aaron Cresswell,0,1,1469,2,4,43,48.1,52.306876744073264
2360,Beram Kayal,0,0,199,3,0,9,8.7,6.718887681257735
2361,Jerome Sinclair,0,0,145,5,0,10,5.4,6.984745238960187
2362,Dimitri Payet,2,8,1513,4,4,81,202.6,131.22905461834205
2363,Alexis Sánchez,4,3,557,4,3,54,89.8,74.82287862260584
2364,Maarten Stekelenburg,0,0,1683,1,4,68,35.1,46.32520289733402
2365,Joel Robles,0,1,1737,1,10,89,44.9,36.587128240149696
2366,Nathan Redmond,10,6,6809,4,25,269,516.7,413.77116592038493
2367,Michy Batshuayi,9,3,977,5,2,98,106.7,118.80372833504083
2368,Saido Berahino,0,0,162,5,1,4,1.4,7.5174445523023525
2369,James McCarthy,1,1,817,3,0,29,34.4,40.22934435274647
2370,Danny Ings,2,0,269,5,1,25,39.3,25.498802248401795
2371,Leonardo Ulloa,1,0,571,5,2,35,48.5,28.507284434065667
2372,Chris Brunt,3,5,2657,3,6,113,161.2,153.17591393340206
2373,Sebastian Prödl,1,2,4349,2,10,110,143.1,147.4544861594122
2374,Ben Mee,1,4,8325,2,24,248,341.4,314.34397772324024
2375,Gary Madine,0,0,32,5,0,5,1.0,2.8900158579672457
2376,Chris Smalling,1,1,1682,2,7,82,60.9,70.70645315673073
2377,Alex McCarthy,0,0,1710,1,5,65,32.7,44.60685151631202
2378,Connor Roberts,0,0,267,2,0,7,4.1,7.926974157043235
2379,James Tarkowski,0,0,2278,2,10,94,97.6,72.63861292387375
2380,David Meyler,0,0,432,3,1,16,14.1,15.34856593622413
2381,Jacob Murphy,1,2,1157,4,2,55,55.9,63.022201767084624
2382,Moussa Sissoko,0,0,326,3,3,12,19.6,18.30255706636072
2383,Ola Aina,0,0,10,2,0,2,0.2,-0.9592349953018111
2384,Ron-Robert Zieler,0,0,214,1,1,8,3.4,1.4087275385970734
2385,Gabriel Fernando de Jesus,8,4,906,5,5,74,125.9,119.81814924833078
2386,Wes Morgan,2,1,6727,2,15,170,210.8,247.6733282503082
2387,Gylfi Sigurdsson,8,12,2967,4,5,170,294.6,257.7850589583837
2388,Mohamed Elneny,0,2,1711,3,6,52,84.2,74.46776933554895
2389,Willy Caballero,0,0,360,1,2,17,5.9,3.0860613126177263
2390,David Ospina,0,0,143,1,0,2,2.9,3.468496193902652
2391,Odion Ighalo,1,1,1291,5,2,39,70.0,65.89386230390312
2392,Trent Alexander-Arnold,1,1,876,2,3,44,57.0,44.58818549349521
2393,Alex McCarthy,0,0,1530,1,4,52,27.0,41.5251232068175
2394,André Ayew,6,3,1439,4,6,91,105.6,129.40483062577374
2395,Demarai Gray,1,3,726,4,2,41,51.2,55.4198114718785
2396,Jordan Pickford,0,0,4950,1,14,213,130.8,121.76132327480212
2397,Shinji Okazaki,9,4,2879,5,12,139,198.3,216.41480984867712
2398,Ryan Fredericks,0,0,270,2,0,1,9.1,8.025520379602469
2399,Isaac Success,1,1,519,4,1,28,46.8,33.92004253174069
2400,Wesley Hoedt,0,2,1800,2,3,50,67.6,69.76387166989454
2401,Chris Löwe,0,0,1357,2,6,51,35.8,43.672464537462346
2402,Adam Federici,0,0,180,1,1,8,3.5,-0.26300420964686033
2403,Miguel Britos,2,2,3075,2,8,93,118.2,124.20230094505823
2404,Riyad Mahrez,6,4,2556,4,9,117,205.4,179.5554835491943
2405,Demarai Gray,2,5,1636,4,6,95,99.4,118.36747219160053
2406,Trent Alexander-Arnold,1,1,1315,2,5,62,75.0,58.692356440436626
2407,Joel Ward,0,1,2517,2,5,67,78.1,78.65403882958765
2408,Idrissa Gueye,2,2,4969,3,15,138,200.0,192.83925726244752
2409,Will Keane,0,0,280,5,1,8,8.3,11.447513224761703
2410,Matthew Pennington,1,0,180,2,0,9,10.8,14.51265470484794
2411,Callum Wilson,6,1,1361,5,6,63,82.2,103.922291586641
2412,Yohan Cabaye,0,0,59,3,0,1,3.2,2.7213572051528665
2413,Jake Livermore,0,0,579,3,1,15,20.4,19.158574629431754
2414,Joe Hart,0,0,270,1,0,9,5.4,9.298268082834472
2415,Kenneth Zohore,0,0,287,5,1,9,23.6,11.68477969510353
2416,Álvaro Arbeloa,0,0,90,2,0,1,1.5,1.907595693344251
2417,Nikola Vlasic,0,0,274,4,0,9,16.4,10.398222359823947
2418,Geoff Cameron,0,1,2192,3,7,71,85.8,79.42914777118769
2419,Valon Behrami,0,0,1780,3,5,44,29.9,56.69032187686953
2420,Adam Forshaw,0,0,881,3,3,24,26.9,31.773958996621445
2421,Adnan Januzaj,0,3,1544,4,3,46,100.9,77.53911881446098
2422,Fabián Balbuena,1,0,1473,2,3,44,60.7,52.47142858493702
2423,Ilkay Gündogan,12,5,3709,3,17,211,315.8,298.3774644598861
2424,Craig Dawson,4,0,4086,2,9,129,173.2,145.94168474618698
2425,Christian Kabasele,4,0,2000,2,5,83,91.2,95.23578351219058
2426,Kasper Schmeichel,0,0,5631,1,16,232,145.7,142.22870965226372
2427,Daniel Amartey,1,1,2798,3,8,81,87.0,104.56707216382934
2428,Nordin Amrabat,0,3,2091,4,4,67,113.9,97.63179596967197
2429,Ryan Bertrand,2,5,2237,2,12,119,106.0,128.6376238096537
2430,Vincent Kompany,0,0,114,2,0,3,2.4,2.748907971784635
2431,Yan Valery,0,0,984,2,2,30,30.0,29.611041461358838
2432,Stuart Armstrong,0,0,100,3,0,5,6.1,3.9043163934695944
2433,Emerson Hyndman,0,0,58,3,0,1,1.8,2.692362438234074
2434,Gökhan Töre,0,1,240,4,1,10,14.6,17.422531069822277
2435,Jeffrey Schlupp,0,2,2699,3,6,86,98.9,98.4475303364729
2436,John O'Shea,0,0,797,2,0,14,16.3,24.048766020031657
2437,Erik Lamela,1,1,595,4,4,28,62.2,44.73150436986762
2438,Fabian Schär,0,0,78,2,0,1,2.6,1.4837725631092376
2439,Francis Coquelin,0,1,1569,3,4,47,63.1,57.72509256671529
2440,Gastón Ramírez,1,1,657,4,3,25,46.4,42.98983486859052
2441,Andreas Pereira,0,0,156,4,0,3,5.4,6.921021840248361
2442,Ashley Young,2,9,3924,2,13,143,198.2,216.3977826894529
2443,Peter Crouch,3,2,646,5,1,50,62.0,60.75215359507693
2444,Ilkay Gündogan,3,1,594,3,3,40,55.7,57.69913323766664
2445,Troy Deeney,12,5,3281,5,6,155,240.7,250.79613365812526
2446,Paul Dummett,0,0,1512,2,4,52,48.0,44.69016008005319
2447,Connor Wickham,2,0,412,5,0,18,25.0,31.210035608089484
2448,Oumar Niasse,10,3,1771,5,2,102,148.4,159.5197702233421
2449,Petr Cech,0,0,360,1,1,13,9.0,8.280352091570457
2450,Sofiane Boufal,3,3,2310,4,4,95,182.3,129.29803896507542
2451,Ragnar Klavan,0,0,1680,2,4,52,52.6,48.59923563672487
2452,Dominic Calvert-Lewin,5,8,2233,5,6,107,145.6,194.16260266633748
2453,Callum Wilson,4,1,879,5,6,49,56.5,74.62296567210603
2454,Karlan Grant,3,2,783,5,1,45,53.4,66.77593548766862
2455,Steve Mandanda,0,0,720,1,0,19,16.0,27.554031591133125
2456,Moussa Sissoko,1,4,2006,3,10,89,136.3,119.4970080973405
2457,Marc Pugh,2,3,1925,4,9,83,118.3,120.25893021401367
2458,Demarai Gray,1,2,236,4,0,21,17.7,28.36571317320189
2459,Will Hughes,3,3,1324,3,5,70,86.1,97.1527074190193
2460,James Husband,0,0,58,2,0,0,0.3,0.7726161921282362
2461,Marc Pugh,2,3,2303,4,10,96,134.9,132.92895456945223
2462,Viktor Fischer,0,2,407,4,1,21,31.1,28.64911475635848
2463,Ashley Westwood,0,4,2767,3,6,86,105.9,118.78810059344534
2464,Adama Diomande,1,0,642,5,2,28,30.8,30.86897662908516
2465,Kamil Grosicki,0,4,480,4,1,29,39.7,43.45280170347201
2466,Ashley Williams,1,0,2350,2,10,100,95.8,83.39550480809096
2467,Ben Foster,0,0,5490,1,13,195,120.4,142.56105701142286
2468,Artur Boruc,0,0,3150,1,9,120,82.4,77.72933431783694
2469,Hugo Lloris,0,0,8404,1,39,402,203.1,214.0159344755853
2470,Mathieu Debuchy,0,0,15,2,0,1,0.2,-0.7771470634456215
2471,Wilfried Zaha,4,8,1892,4,2,96,147.1,158.5181553272289
2472,Andreas Christensen,0,0,2067,2,8,79,64.3,63.85591535533902
2473,Lewis Dunk,3,1,5671,2,16,173,241.7,199.52453562311365
2474,Maarten Stekelenburg,0,0,360,1,2,16,7.3,3.0860613126177263
2475,Frederico Rodrigues de Paula Santos,1,2,814,3,1,37,42.8,48.294282691452
2476,Leon Balogun,0,0,160,2,0,2,3.6,4.338499919930733
2477,Heurelho Gomes,0,0,1742,1,3,61,38.8,50.75532312660108
2478,Tomer Hemed,2,2,842,5,3,43,44.2,62.198571420553066
2479,Joe Bennett,0,1,1138,2,4,36,37.4,43.25024011495529
2480,Harvey Barnes,0,1,215,4,0,13,20.2,14.4701352460498
2481,Glen Johnson,0,0,2112,2,6,58,67.5,60.912495921790935
2482,Ayoze Pérez,8,6,2647,5,9,131,201.5,213.8399346135339
2483,Jonjo Shelvey,1,5,2964,3,9,95,184.0,148.11736915291812
2484,Paul Pogba,13,17,5016,3,25,274,489.2,478.85588830428134
2485,Florian Lejeune,0,2,2103,2,5,66,78.9,78.0477871215797
2486,Jack Butland,0,0,1440,1,4,53,33.9,38.57104333366419
2487,Oscar dos Santos Emboaba Junior,0,1,455,4,1,17,42.2,23.95142040882387
2488,Danilo Luiz da Silva,2,1,830,2,6,65,48.3,50.65928061749804
2489,Chris Wood,16,1,3205,5,15,187,231.6,255.47553859151617
2490,Andrew Surman,0,0,810,3,2,19,28.3,27.32238295080316
2491,Pascal Groß,8,8,3145,4,10,175,278.6,252.30652431672053
2492,Jonjo Shelvey,1,5,2804,3,8,93,179.6,141.63115841571152
2493,Oliver Burke,0,1,140,4,0,11,9.7,12.027740089365409
2494,Christian Benteke,18,9,5447,5,14,224,452.2,411.33977211285884
2495,Ander Herrera,3,11,4930,3,22,198,302.6,318.71980545335686
2496,Trent Alexander-Arnold,1,2,1740,2,8,96,100.2,81.02389718973433
2497,Didier Ndong,0,0,288,3,0,8,8.7,9.208551117491702
2498,Ben Foster,0,0,1080,1,3,45,29.0,29.194742799052463
2499,James Tomkins,3,0,2116,2,6,79,74.8,89.68997533403831
2500,Simon Mignolet,0,0,900,1,3,42,18.2,22.283713651745558
2501,Wayne Hennessey,0,0,6525,1,19,255,158.0,173.8025151201253
2502,Jonjoe Kenny,0,3,1692,2,5,56,64.2,75.9935149740308
2503,Shane Long,6,6,3662,5,7,147,252.4,255.71472956754582
2504,Oliver Burke,0,1,35,4,0,5,5.6,8.615713977710486
2505,Kyle Bartley,0,0,75,2,0,3,3.9,1.3774823488647234
2506,Mousa Dembélé,1,2,2344,3,12,84,107.3,119.00378399306189
2507,Marc Albrighton,5,15,5526,3,17,231,353.8,365.35377308654444
2508,Demarai Gray,6,8,3509,4,12,177,235.6,256.2200056087564
2509,Michael Kightly,0,0,104,4,0,6,1.5,5.402412731993001
2510,Jonjo Shelvey,1,5,3012,3,9,97,189.0,149.28203505514247
2511,Nathaniel Chalobah,0,1,79,3,0,10,6.5,8.424854374304221
2512,Donald Love,0,0,194,2,0,2,6.1,5.494783229779758
2513,Sergio Romero,0,0,180,1,2,23,7.7,-6.091789725791951
2514,Aaron Mooy,4,1,1798,3,7,77,125.2,109.38713089859453
2515,Christian Benteke,16,6,4609,5,12,190,379.0,338.709911856285
2516,Robbie Brady,1,2,339,3,0,29,25.0,31.408915010874907
2517,Lee Peltier,0,0,191,2,0,8,3.5,5.3933767865445965
2518,César Azpilicueta,2,10,4680,2,22,250,202.1,249.0091885322759
2519,Kevin De Bruyne,13,38,5552,4,27,389,672.4,660.9630239184514
2520,Ander Herrera,1,8,3709,3,18,141,221.4,223.8624936103758
2521,Michael Keane,1,2,2829,2,7,99,111.3,107.30074795424807
2522,James Tarkowski,0,0,156,2,0,12,10.8,4.201441865705908
2523,Markus Suttner,0,0,540,2,2,18,10.5,16.82715964266803
2524,Danny Welbeck,0,0,37,5,0,4,2.8,3.0685849588242213
2525,Aaron Mooy,4,3,2886,3,10,111,185.7,160.85237088909372
2526,Robert Kenedy Nunes do Nascimento,0,0,90,3,0,3,6.0,3.6168129796325523
2527,Sam Vokes,4,1,1244,5,3,59,78.4,82.70981729462409
2528,Craig Cathcart,0,1,1181,2,2,32,33.5,43.58283355777137
2529,José Holebas,2,8,5106,2,13,157,263.3,232.72602416934257
2530,Adam Lallana,8,8,3032,4,13,175,280.6,262.5074577288344
2531,Rachid Ghezzal,1,0,732,4,1,27,68.1,33.714046331627124
2532,Arouna Koné,0,0,70,5,0,6,4.9,4.252967294257083
2533,Maya Yoshida,0,0,90,2,0,2,2.4,1.907595693344251
2534,Harry Arter,2,4,3915,3,12,111,164.6,179.1762454937582
2535,Christian Benteke,14,2,2711,5,6,124,259.1,213.55535739864735
2536,Lucas Torreira,2,3,1353,3,3,58,62.5,84.28196105789274
2537,Jeff Hendrick,1,0,731,3,2,25,22.4,34.57363843426516
2538,Javier Manquillo,0,1,1802,2,4,49,45.9,60.69429061722582
2539,Aaron Ramsey,0,1,267,3,0,12,26.7,14.380840372961618
2540,Phil Foden,0,0,7,3,0,5,0.1,1.204018916125671
2541,Loris Karius,0,0,900,1,3,32,15.0,22.283713651745558
2542,Serge Aurier,2,4,1899,2,8,100,104.4,111.94431450720087
2543,Harry Winks,1,1,526,3,0,37,35.5,31.40127183137983
2544,Javier Manquillo,0,0,636,2,0,12,16.6,19.36914783985074
2545,Dominic Solanke,0,0,85,5,0,7,8.4,4.794766774003538
2546,Dean Marney,1,2,1764,3,5,51,40.5,82.440553457911
2547,Álvaro Negredo,6,4,2254,5,9,101,155.0,166.69754511632135
2548,Jonas Lössl,0,1,2430,1,7,102,64.2,72.6975628357644
2549,Vincent Kompany,3,0,1259,2,7,73,59.3,67.8559259257792
2550,Erik Pieters,0,3,5418,2,16,164,173.5,177.99604741765648
2551,Ashley Young,0,2,1300,2,9,45,65.6,55.81789961403082
2552,Philip Billing,1,0,1115,3,4,39,40.2,49.26665409940301
2553,Bakary Sako,3,0,608,4,1,43,55.6,46.887819782720015
2554,Ben Davies,3,10,5711,2,26,297,332.2,292.86018446290615
2555,Stefano Okaka,3,0,645,5,2,32,58.1,45.964316554921886
2556,Dean Marney,1,2,1764,3,5,51,40.5,82.440553457911
2557,Victor Moses,3,3,2045,4,14,94,134.9,150.77755476198791
2558,Matt Ritchie,3,7,2604,3,8,112,183.8,173.3555819749776
2559,Neil Etheridge,0,0,1080,1,2,46,34.2,32.735714494230756
2560,Juan Mata,2,1,400,4,3,30,38.8,43.970481100070586
2561,Robert Huth,2,2,2926,2,9,88,124.9,122.37164638352883
2562,Tom Heaton,0,0,2880,1,10,146,96.9,69.72929786898871
2563,Simon Mignolet,0,0,4230,1,16,177,74.0,101.82913285727653
2564,Gary Cahill,6,0,5399,2,26,253,199.0,219.01469708164342
2565,Nicolás Otamendi,5,2,6008,2,28,283,278.1,252.514212926453
2566,Tyrone Mings,0,0,707,2,0,7,26.1,21.448983977034423
2567,Brendan Galloway,0,0,247,2,1,9,7.5,7.118720130500094
2568,Joel Robles,0,1,1737,1,10,89,44.9,36.587128240149696
2569,Leroy Sané,18,27,4670,4,25,334,500.5,554.3981092681427
2570,Jerome Sinclair,0,0,145,5,0,10,5.4,6.984745238960187
2571,Ibrahima Cissé,0,0,86,3,0,4,1.4,3.5016306834323743
2572,James Ward-Prowse,12,9,4788,3,13,249,404.8,349.22638387994414
2573,Ryan Fraser,3,9,1968,4,7,107,129.8,171.74903477057586
2574,Jeremain Lens,0,0,69,4,0,2,9.7,4.38338308403171
2575,Kyle Walker,1,6,3414,2,20,188,143.6,158.6054042471821
2576,Eric Maxim Choupo-Moting,3,3,1008,5,2,56,90.6,83.53862179538368
2577,Georginio Wijnaldum,8,12,6782,3,36,290,366.5,444.7716350083761
2578,Scott Dann,4,1,3187,2,3,94,163.0,137.95417128346799
2579,Pascal Groß,9,10,4289,4,12,222,384.0,320.7108984908519
2580,Andreas Christensen,0,0,164,2,0,5,6.3,4.47533976119788
2581,Robert Kenedy Nunes do Nascimento,0,0,90,3,0,3,6.0,3.6168129796325523
2582,Ragnar Klavan,0,0,180,2,0,2,7.5,5.0205368499859
2583,Loïc Damour,0,0,21,3,0,2,0.9,1.6145118352607746
2584,Ron-Robert Zieler,0,0,754,1,1,17,13.9,24.654681034972885
2585,Ashley Young,4,10,5131,2,17,192,272.1,282.81305705579655
2586,Molla Wagué,0,0,45,2,0,1,0.7,0.30710754470457413
2587,Jerome Sinclair,0,0,145,5,0,10,5.4,6.984745238960187
2588,Aaron Cresswell,1,9,5184,2,15,178,216.2,231.7389171368912
2589,Danny Ings,0,0,11,5,0,3,1.5,2.142479155985164
2590,Michael Carrick,0,0,1601,3,5,42,54.5,53.095222600929375
2591,Jordan Pickford,0,0,6660,1,23,305,166.8,176.40431636876866
2592,Dusan Tadic,7,10,4875,4,21,222,429.5,368.6667838586142
2593,Edimilson Fernandes,0,1,1173,3,3,42,47.2,45.78528781313248
2594,Geoff Cameron,0,1,2477,3,7,78,92.2,85.33947522062587
2595,Collin Quaner,0,4,1115,5,2,40,68.3,81.45343241580665
2596,Virgil van Dijk,0,0,1440,2,7,66,66.8,47.21835441468291
2597,Arouna Koné,0,0,46,5,0,3,4.6,3.3905869377979787
2598,Martin Cranie,0,0,179,2,0,2,4.7,4.9865626518938875
2599,Serge Aurier,2,3,1531,2,6,83,87.2,91.74335561293913
2600,Steve Cook,2,0,2610,2,7,92,127.3,92.1659982479832
2601,Mathew Ryan,0,0,1440,1,5,59,32.1,35.566599240583685
2602,Mohamed Elneny,0,1,694,3,3,26,31.1,33.60408560592106
2603,Moussa Sissoko,1,5,3555,3,18,144,196.5,192.39048477845245
2604,Tiemoué Bakayoko,2,2,1759,3,9,68,100.1,104.31042130524334
2605,Christian Eriksen,11,23,4172,4,23,285,496.9,480.8185675213393
2606,Gerard Deulofeu,0,0,293,4,0,9,20.4,10.96342127826913
2607,Yan Valery,1,0,1074,2,2,37,35.2,41.702780251823164
2608,James Milner,10,12,6319,3,25,296,491.0,454.3863470477282
2609,Harry Arter,2,4,3915,3,12,111,164.6,179.1762454937582
2610,Steve Cook,4,0,5194,2,14,173,230.4,181.19548376941776
2611,Abdoulaye Doucouré,8,3,3602,3,10,149,206.3,213.59934423467476
2612,Kevin McDonald,0,0,837,3,0,17,18.7,24.383386270949032
2613,Eden Hazard,10,7,2081,4,13,163,226.2,230.696072378305
2614,Leighton Baines,4,8,5012,2,16,222,243.1,260.0686913263036
2615,Sam Byram,0,1,1495,2,3,34,53.9,52.356064168378694
2616,Dwight Gayle,5,3,1670,5,6,84,123.4,124.26396081561307
2617,Adam Clayton,0,0,594,3,3,17,13.4,25.08869061151809
2618,Romain Saïss,2,0,1142,3,3,47,56.2,56.195001904222096
2619,Pierre-Emerick Aubameyang,6,1,610,5,2,50,63.8,73.43984204246776
2620,Eldin Jakupovic,0,0,360,1,1,23,9.9,8.280352091570457
2621,Florin Andone,2,0,181,5,0,18,16.5,22.32250075825297
2622,George Boyd,1,1,2280,3,6,75,73.6,88.29362293229384
2623,Cesc Fàbregas,6,16,2137,3,8,160,268.6,241.42222869388613
2624,Islam Slimani,5,3,903,5,5,58,73.9,94.7244499480481
2625,Kevin De Bruyne,6,24,3302,4,14,225,388.5,381.72742744216765
2626,Tomer Hemed,2,2,775,5,3,41,40.0,59.707998778307186
2627,César Azpilicueta,4,16,9612,2,44,485,442.5,438.7063354928137
2628,Curtis Davies,0,1,990,2,1,23,44.2,38.16000550401591
2629,Lynden Gooch,0,0,323,4,1,10,14.5,13.903530270731828
2630,César Azpilicueta,0,4,3150,2,15,160,116.1,132.9831891746087
2631,Mark Noble,6,0,3619,3,11,123,153.9,166.47521651215098
2632,Grzegorz Krychowiak,0,2,1097,3,3,43,37.9,51.04359292875241
2633,Gabriel Fernando de Jesus,14,8,2040,5,9,152,269.4,237.90919887024532
2634,Dejan Lovren,5,3,5487,2,27,270,236.5,242.3527843020061
2635,Ilkay Gündogan,3,1,704,3,3,41,59.6,60.9805999701796
2636,Andy Carroll,0,0,90,5,0,2,3.2,4.975858617085255
2637,Pierre-Emerick Aubameyang,25,10,3071,5,9,245,325.3,351.1889511372159
2638,Jack Wilshere,0,1,1472,3,5,47,88.8,58.27032750834911
2639,Pape Souaré,0,0,270,2,0,6,9.7,8.025520379602469
2640,Wes Morgan,1,1,1710,2,4,54,55.9,68.46187377236478
2641,Loris Karius,0,0,990,1,4,38,15.2,21.915281844127875
2642,Ethan Ampadu,0,0,10,2,0,1,0.7,-0.9592349953018111
2643,Eden Hazard,33,17,5798,4,31,457,742.2,687.0385118581714
2644,Youri Tielemans,0,0,90,3,0,3,5.9,3.6168129796325523
2645,Georginio Wijnaldum,3,4,1808,3,6,83,116.9,121.12047726011622
