player_name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,GW,club_name,position_index,position,season
Matthew Connolly,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,332,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,4,0,0,0,0,0,0,34,0,170191,0,0,0,0,2,0,0,-2825,5322,8147,38,False,0,0,34,Cardiff City,2,Centre-Back,2018/2019
Matthew Connolly,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,302,0,0,0,0,0,0,2019-04-16T18:45:00Z,16 Apr 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,170191,0,0,0,2,0,0,0,-2825,5322,8147,38,False,0,0,34,Cardiff City,2,Centre-Back,2018/2019
Matthew Lowton,0,22,0,0,1,24,1,4,15,1.4,1,0,69,0,0,332,0,0,0,1.4,12.2,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,90,0,0,5,0,0,0,0,4,0,34,0,13856,0,1,0,0,2,0,7,26,105,79,46,True,0,0,34,Burnley FC,2,Right-Back,2018/2019
Matty James,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,335,0,0,0,0,0,0,2019-04-12T19:00:00Z,12 Apr 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,1941,0,0,0,1,0,0,0,0,57,57,44,True,0,0,34,Leicester City,3,Central Midfield,2018/2019
Matt Doherty,0,30,0,0,0,3,0,2,18,2.2,1,0,425,0,0,338,0,2,0,4.1,6.4,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,59,1,0,16,0,0,0,0,3,0,34,0,1423320,2,0,0,1,3,32,0,20386,67630,47244,53,False,0,0,34,Wolverhampton Wanderers,2,Right-Back,2018/2019
Matt Ritchie,1,33,0,0,0,22,1,7,20,19.3,1,0,317,0,0,335,1,0,0,5.5,33.4,1,2019-04-12T19:00:00Z,12 Apr 20:00,0,0,90,0,1,11,0,0,0,0,7,0,34,0,36548,0,0,0,1,0,2,6,-3340,589,3929,58,False,0,0,34,Newcastle United,3,Right Midfield,2018/2019
Matt Targett,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,338,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,20,0,0,0,0,0,0,34,0,9011,0,0,0,1,3,0,0,-863,50,913,42,True,0,0,34,Southampton FC,2,Left-Back,2018/2019
Maxime Le Marchand,0,41,0,0,0,22,1,5,31,0.2,0,0,455,0,0,334,0,0,0,2.3,18.8,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,90,0,0,8,0,0,0,0,6,0,34,0,8779,0,1,1,0,2,4,5,-54,13,67,42,True,0,1,34,Fulham FC,2,Centre-Back,2018/2019
Max Meyer,0,6,0,0,0,3,0,1,5,0.1,0,0,486,0,0,333,0,1,0,0.2,1.4,0,2019-04-14T13:05:00Z,14 Apr 14:05,0,0,13,0,0,13,0,0,0,0,1,0,34,0,12270,0,0,0,3,1,0,1,-205,16,221,55,True,0,0,34,Crystal Palace,4,Attacking Midfield,2018/2019
Maya Yoshida,1,21,1,2,0,18,0,7,14,10.5,1,0,331,0,0,338,0,1,0,9.3,41.4,1,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,90,0,0,20,0,0,0,0,5,0,34,0,44791,0,1,2,1,3,41,5,6328,9027,2699,41,True,0,0,34,Southampton FC,2,Centre-Back,2018/2019
Mesut Özil,0,22,0,0,0,3,0,0,20,28.3,0,0,13,0,0,340,1,0,0,6,6,2,2019-04-15T19:00:00Z,15 Apr 20:00,0,0,45,1,1,18,0,0,0,0,2,0,34,0,168078,1,0,0,1,0,26,1,-5753,4389,10142,79,False,0,0,34,Arsenal FC,4,Attacking Midfield,2018/2019
Michael Keane,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,334,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,254862,0,0,0,0,2,0,0,-9860,9160,19020,48,False,0,0,34,Everton FC,2,Centre-Back,2018/2019
Michael Obafemi,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,338,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,20,0,0,0,0,0,0,34,0,769,0,0,0,1,3,0,0,-14,16,30,50,True,0,0,34,Southampton FC,5,Centre-Forward,2018/2019
Michail Antonio,0,7,0,1,0,0,0,0,6,10.9,1,0,415,0,0,337,0,1,0,4,4.2,1,2019-04-13T16:30:00Z,13 Apr 17:30,0,0,17,0,0,14,0,0,0,0,1,0,34,0,70648,1,0,1,1,2,25,1,-9824,91,9915,68,False,0,0,34,West Ham United,4,Right Winger,2018/2019
Michel Vorm,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,339,0,0,0,0,0,0,2019-04-13T11:30:00Z,13 Apr 12:30,0,0,0,0,0,10,0,0,0,0,0,0,34,0,5551,0,0,0,0,4,0,0,-9,6,15,47,True,0,0,34,Tottenham Hotspur,1,Goalkeeper,2018/2019
Michy Batshuayi,0,0,0,0,0,0,0,0,0,0,0,0,592,0,0,333,0,0,0,0,0,0,2019-04-14T13:05:00Z,14 Apr 14:05,0,0,0,0,0,13,0,0,0,0,0,0,34,0,91267,0,0,0,3,1,0,0,-41587,907,42494,65,True,0,0,34,Chelsea FC,5,Centre-Forward,2018/2019
Miguel Almirón,0,26,0,0,0,7,1,2,17,4.3,0,0,587,0,0,335,1,0,0,6.9,7,0,2019-04-12T19:00:00Z,12 Apr 20:00,0,0,77,1,0,11,0,0,0,0,9,0,34,0,52523,2,1,1,1,0,58,3,-16179,556,16735,60,False,0,0,34,Newcastle United,4,Attacking Midfield,2018/2019
Miguel Britos,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,340,0,0,0,0,0,0,2019-04-15T19:00:00Z,15 Apr 20:00,0,0,0,0,0,1,0,0,0,0,0,0,34,0,2427,0,0,0,1,0,0,0,3,39,36,43,True,0,0,34,Watford FC,2,Centre-Back,2018/2019
Mohamed Diamé,0,7,0,0,0,2,0,1,6,0.5,0,0,319,0,0,335,1,0,0,0.2,1,0,2019-04-12T19:00:00Z,12 Apr 20:00,0,0,8,0,0,11,0,0,0,0,1,0,34,0,4480,0,0,0,1,0,0,1,-136,17,153,48,False,0,0,34,Newcastle United,3,Central Midfield,2018/2019
Mohamed Elneny,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,340,0,0,0,0,0,0,2019-04-15T19:00:00Z,15 Apr 20:00,0,0,0,0,0,18,0,0,0,0,0,0,34,0,144788,0,0,0,1,0,0,0,-1067,953,2020,42,False,0,0,34,Arsenal FC,3,Defensive Midfield,2018/2019
Mohamed Elyounoussi,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,338,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,20,0,0,0,0,0,0,34,0,7734,0,0,0,1,3,0,0,-22,27,49,60,True,0,0,34,Southampton FC,4,Left Winger,2018/2019
Mohamed Salah,0,46,0,0,0,27,1,1,36,51.8,4,0,253,0,0,336,0,0,1,19.8,57.2,4,2019-04-14T15:30:00Z,14 Apr 16:30,0,0,89,0,0,6,0,0,0,0,3,0,34,0,2179177,8,0,0,0,2,89,8,-113549,25100,138649,132,True,0,0,34,Liverpool FC,4,Right Winger,2018/2019
Morgan Gibbs-White,0,8,0,0,0,3,0,0,6,0.4,0,0,448,0,0,338,0,1,0,0.9,0.6,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,21,0,0,16,0,0,0,0,1,0,34,0,32203,0,0,0,1,3,8,1,-1216,71,1287,43,False,0,0,34,Wolverhampton Wanderers,3,Central Midfield,2018/2019
Morgan Schneiderlin,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,334,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,9,0,0,0,0,0,0,34,0,119065,0,0,0,0,2,0,0,-4590,201,4791,42,False,0,0,34,Everton FC,3,Defensive Midfield,2018/2019
Moussa Sissoko,1,57,0,0,0,22,1,0,55,16.1,3,0,369,0,0,339,1,0,0,4.2,21.2,1,2019-04-13T11:30:00Z,13 Apr 12:30,0,0,73,0,0,10,0,0,0,0,4,0,34,0,21805,2,0,1,0,4,5,6,858,2020,1162,49,True,0,0,34,Tottenham Hotspur,3,Central Midfield,2018/2019
N'Golo Kanté,0,32,0,0,0,20,0,6,26,13.3,4,0,126,0,0,336,1,2,0,6.3,30.4,1,2019-04-14T15:30:00Z,14 Apr 16:30,0,0,90,0,0,12,0,0,0,0,6,0,34,0,1156633,1,1,0,0,2,19,2,-41687,5492,47179,50,False,0,0,34,Chelsea FC,3,Central Midfield,2018/2019
Nacho Monreal,0,75,0,0,2,28,1,4,64,13.5,0,0,5,0,0,340,0,0,0,3.6,18.4,1,2019-04-15T19:00:00Z,15 Apr 20:00,0,0,90,0,0,18,0,0,0,0,9,0,34,0,68097,0,0,0,1,0,4,8,5730,9462,3732,54,False,0,0,34,Arsenal FC,2,Left-Back,2018/2019
Nahki Wells,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,332,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,51197,0,0,0,0,2,0,0,-95,17,112,45,True,0,0,34,Burnley FC,5,Centre-Forward,2018/2019
Nampalys Mendy,0,23,0,0,0,3,0,1,22,1.5,0,0,527,0,0,335,1,0,0,0.4,2.4,0,2019-04-12T19:00:00Z,12 Apr 20:00,0,0,18,0,0,15,0,0,0,0,3,0,34,0,57601,0,0,0,1,0,0,1,-1757,234,1991,44,True,0,0,34,Leicester City,3,Defensive Midfield,2018/2019
Nathaniel Chalobah,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,340,0,0,0,0,0,0,2019-04-15T19:00:00Z,15 Apr 20:00,0,0,0,0,0,1,0,0,0,0,0,0,34,0,6015,0,0,0,1,0,0,0,-63,12,75,44,True,0,0,34,Watford FC,3,Defensive Midfield,2018/2019
Nathaniel Clyne,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,331,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,3,0,0,0,0,0,0,34,0,51933,0,0,0,5,0,0,0,-6377,611,6988,44,False,0,0,34,Liverpool FC,2,Right-Back,2018/2019
Nathaniel Mendez-Laing,0,7,0,0,0,7,0,0,4,0.5,0,0,100,0,0,332,0,1,0,1.3,4.6,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,17,0,0,4,0,0,0,0,1,0,34,0,1792,0,2,0,0,2,8,1,-19,21,40,48,False,0,0,34,Cardiff City,4,Right Winger,2018/2019
Nathaniel Mendez-Laing,0,22,0,0,2,32,1,1,14,2.4,3,0,100,0,0,302,1,0,1,5.1,40,0,2019-04-16T18:45:00Z,16 Apr 19:45,0,0,79,0,0,3,0,0,0,0,7,0,34,0,1792,3,2,0,2,0,9,10,-19,21,40,48,False,1,0,34,Cardiff City,4,Right Winger,2018/2019
Nathan Aké,0,41,0,0,0,22,1,3,32,21.2,1,0,31,0,0,331,2,0,0,5.3,25.4,1,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,90,0,2,3,0,0,0,0,8,0,34,0,385270,0,0,0,5,0,6,5,-14829,6013,20842,51,False,0,1,34,AFC Bournemouth,2,Centre-Back,2018/2019
Nathan Redmond,0,22,0,0,3,47,0,3,17,4.6,4,0,343,0,0,338,1,1,2,16.1,81.4,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,90,0,0,20,0,0,0,0,5,0,34,0,131924,3,0,0,1,3,75,15,8997,23880,14883,53,True,1,0,34,Southampton FC,4,Left Winger,2018/2019
Neeskens Kebano,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,334,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,8,0,0,0,0,0,0,34,0,2916,0,0,0,0,2,0,0,-16,12,28,43,True,0,0,34,Fulham FC,4,Attacking Midfield,2018/2019
Neil Etheridge,0,34,0,0,0,22,0,3,10,0,0,0,88,0,0,332,0,2,0,4.5,45,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,90,0,0,4,0,0,0,0,10,0,34,6,700394,0,0,0,0,2,0,3,12064,29814,17750,47,False,0,0,34,Cardiff City,1,Goalkeeper,2018/2019
Neil Etheridge,0,40,0,0,0,26,1,3,7,0,0,0,88,0,0,302,0,0,0,1.9,19.4,0,2019-04-16T18:45:00Z,16 Apr 19:45,0,0,90,0,0,3,0,0,0,0,11,0,34,2,700394,0,0,0,2,0,0,6,12064,29814,17750,47,False,0,0,34,Cardiff City,1,Goalkeeper,2018/2019
Nemanja Matic,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,337,0,0,0,0,0,0,2019-04-13T16:30:00Z,13 Apr 17:30,0,0,0,0,0,19,0,0,0,0,0,0,34,0,41983,0,0,0,1,2,0,0,-143,348,491,50,True,0,0,34,Manchester United,3,Defensive Midfield,2018/2019
Nick Pope,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,332,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,10632,0,0,0,0,2,0,0,-21,23,44,48,True,0,0,34,Burnley FC,1,Goalkeeper,2018/2019
Nicolás Otamendi,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,333,0,0,0,0,0,0,2019-04-14T13:05:00Z,14 Apr 14:05,0,0,0,0,0,7,0,0,0,0,0,0,34,0,184222,0,0,0,3,1,0,0,-1468,1176,2644,60,False,0,0,34,Manchester City,2,Centre-Back,2018/2019
Oleksandr Zinchenko,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,333,0,0,0,0,0,0,2019-04-14T13:05:00Z,14 Apr 14:05,0,0,0,0,0,7,0,0,0,0,0,0,34,0,11919,0,0,0,3,1,0,0,-2997,94,3091,47,False,0,0,34,Manchester City,2,Left-Back,2018/2019
Oliver Skipp,0,8,0,0,0,2,0,0,7,1.3,0,0,540,0,0,339,1,0,0,0.4,2.8,0,2019-04-13T11:30:00Z,13 Apr 12:30,0,0,16,0,0,10,0,0,0,0,0,0,34,0,883,0,0,0,0,4,0,1,-11,21,32,45,True,0,0,34,Tottenham Hotspur,3,Defensive Midfield,2018/2019
Olivier Giroud,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,336,0,0,0,0,0,0,2019-04-14T15:30:00Z,14 Apr 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,120926,0,0,0,0,2,0,0,-5259,763,6022,77,False,0,0,34,Chelsea FC,5,Centre-Forward,2018/2019
Omar Bogle,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,332,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,4,0,0,0,0,0,0,34,0,7511,0,0,0,0,2,0,0,-7,14,21,45,False,0,0,34,Cardiff City,5,Centre-Forward,2018/2019
Omar Bogle,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,302,0,0,0,0,0,0,2019-04-16T18:45:00Z,16 Apr 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,7511,0,0,0,2,0,0,0,-7,14,21,45,False,0,0,34,Cardiff City,5,Centre-Forward,2018/2019
Oumar Niasse,0,1,0,0,0,3,0,0,1,0.3,0,0,176,0,0,332,0,1,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,12,0,0,4,0,0,0,0,0,0,34,0,26938,0,0,0,0,2,0,1,1758,2996,1238,50,False,0,0,34,Cardiff City,5,Centre-Forward,2018/2019
Oumar Niasse,0,16,0,0,0,1,1,0,9,2.2,2,0,176,0,0,302,1,0,0,1.4,0.2,0,2019-04-16T18:45:00Z,16 Apr 19:45,0,0,84,0,0,3,0,0,0,0,3,0,34,0,26938,7,0,0,2,0,12,2,1758,2996,1238,50,False,0,0,34,Cardiff City,5,Centre-Forward,2018/2019
Pablo Zabaleta,0,32,0,0,0,11,0,6,23,2.3,0,0,405,0,0,337,1,1,0,3.9,19.4,0,2019-04-13T16:30:00Z,13 Apr 17:30,0,0,75,0,0,14,0,0,0,0,5,0,34,0,111887,0,0,0,1,2,17,2,-3060,209,3269,43,False,0,0,34,West Ham United,2,Right-Back,2018/2019
Pape Souaré,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,333,0,0,0,0,0,0,2019-04-14T13:05:00Z,14 Apr 14:05,0,0,0,0,0,13,0,0,0,0,0,0,34,0,3643,0,0,0,3,1,0,0,-2,16,18,42,True,0,0,34,Crystal Palace,2,Left-Back,2018/2019
Pascal Groß,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,331,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,2,0,0,0,0,0,0,34,0,92072,0,0,0,5,0,0,0,1363,2176,813,67,True,0,0,34,Brighton & Hove Albion,4,Attacking Midfield,2018/2019
Pascal Groß,0,21,0,0,0,0,0,0,15,17.4,0,0,59,0,0,302,2,2,0,2.2,2.6,1,2019-04-16T18:45:00Z,16 Apr 19:45,0,0,53,0,1,5,0,0,0,0,2,0,34,0,92072,3,0,0,2,0,2,1,1363,2176,813,67,True,0,0,34,Brighton & Hove Albion,4,Attacking Midfield,2018/2019
Patrick van Aanholt,0,30,0,0,0,11,0,4,20,15.4,0,0,142,0,0,333,1,3,0,2.7,9.2,1,2019-04-14T13:05:00Z,14 Apr 14:05,0,0,90,0,1,13,0,0,0,0,5,0,34,0,342379,1,1,0,3,1,2,1,-8037,10189,18226,55,True,0,0,34,Crystal Palace,2,Left-Back,2018/2019
Paulo Gazzaniga,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,339,0,0,0,0,0,0,2019-04-13T11:30:00Z,13 Apr 12:30,0,0,0,0,0,10,0,0,0,0,0,0,34,0,2573,0,0,0,0,4,0,0,-15,24,39,45,True,0,0,34,Tottenham Hotspur,1,Goalkeeper,2018/2019
Paul Dummett,0,32,0,0,0,23,1,5,19,0.8,0,0,313,0,0,335,0,0,0,1.2,11.4,0,2019-04-12T19:00:00Z,12 Apr 20:00,0,0,90,0,0,11,0,0,0,0,4,0,34,0,8730,0,1,0,1,0,0,6,-232,111,343,44,False,0,0,34,Newcastle United,2,Left-Back,2018/2019
Paul Pogba,0,64,0,0,3,51,0,5,50,13.6,1,0,302,0,0,337,1,1,2,17.9,91.8,1,2019-04-13T16:30:00Z,13 Apr 17:30,0,0,90,0,0,19,0,0,0,0,12,0,34,0,2208829,3,0,0,1,2,74,15,-118824,50615,169439,87,True,1,0,34,Manchester United,3,Central Midfield,2018/2019
Pedro Obiang,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,337,0,0,0,0,0,0,2019-04-13T16:30:00Z,13 Apr 17:30,0,0,0,0,0,14,0,0,0,0,0,0,34,0,51252,0,0,0,1,2,0,0,-268,1558,1826,42,False,0,0,34,West Ham United,3,Central Midfield,2018/2019
Pedro Rodríguez Ledesma,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,336,0,0,0,0,0,0,2019-04-14T15:30:00Z,14 Apr 16:30,0,0,0,0,0,12,0,0,0,0,0,0,34,0,235834,0,0,0,0,2,0,0,-36201,336,36537,63,False,0,0,34,Chelsea FC,4,Right Winger,2018/2019
Peter Crouch,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,332,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,66483,0,0,0,0,2,0,0,-10109,281,10390,45,True,0,0,34,Burnley FC,5,Centre-Forward,2018/2019
Petr Cech,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,340,0,0,0,0,0,0,2019-04-15T19:00:00Z,15 Apr 20:00,0,0,0,0,0,18,0,0,0,0,0,0,34,0,70833,0,0,0,1,0,0,0,-100,132,232,47,False,0,0,34,Arsenal FC,1,Goalkeeper,2018/2019
Philippe Sandler,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,333,0,0,0,0,0,0,2019-04-14T13:05:00Z,14 Apr 14:05,0,0,0,0,0,7,0,0,0,0,0,0,34,0,694,0,0,0,3,1,0,0,32,96,64,40,False,0,0,34,Manchester City,2,Centre-Back,2018/2019
Philip Billing,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,339,0,0,0,0,0,0,2019-04-13T11:30:00Z,13 Apr 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,73730,0,0,0,0,4,0,0,-7021,34,7055,45,False,0,0,34,Huddersfield Town,3,Central Midfield,2018/2019
Phil Bardsley,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,332,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,11344,0,0,0,0,2,0,0,-1652,85,1737,42,True,0,0,34,Burnley FC,2,Right-Back,2018/2019
Phil Foden,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,333,0,0,0,0,0,0,2019-04-14T13:05:00Z,14 Apr 14:05,0,0,0,0,0,7,0,0,0,0,0,0,34,0,8052,0,0,0,3,1,0,0,84,256,172,45,False,0,0,34,Manchester City,3,Central Midfield,2018/2019
Phil Jagielka,0,68,0,0,0,14,0,3,49,0.7,0,0,158,0,0,334,0,2,0,2.9,24,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,90,0,0,9,0,0,0,0,5,0,34,0,33248,0,2,0,0,2,4,1,6552,7385,833,43,False,0,0,34,Everton FC,2,Centre-Back,2018/2019
Phil Jones,0,39,1,0,0,22,0,7,34,10.5,0,0,285,0,0,337,1,1,0,3.9,26.2,1,2019-04-13T16:30:00Z,13 Apr 17:30,0,0,90,0,0,19,0,0,0,0,12,0,34,0,34019,0,1,0,1,2,2,2,214,521,307,51,True,0,0,34,Manchester United,2,Centre-Back,2018/2019
Pierre-Emerick Aubameyang,0,22,0,1,0,24,1,0,15,4.3,1,0,23,0,0,340,0,0,1,12.7,30.8,0,2019-04-15T19:00:00Z,15 Apr 20:00,0,0,90,3,0,18,0,0,0,0,0,0,34,0,1194216,2,0,2,1,0,92,6,-31354,49772,81126,109,False,1,0,34,Arsenal FC,5,Centre-Forward,2018/2019
Pontus Dahlberg,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,340,0,0,0,0,0,0,2019-04-15T19:00:00Z,15 Apr 20:00,0,0,0,0,0,1,0,0,0,0,0,0,34,0,3421,0,0,0,1,0,0,0,1,14,13,43,True,0,0,34,Watford FC,1,Goalkeeper,2018/2019
Rachid Ghezzal,0,0,0,0,0,0,0,0,0,0,0,0,492,0,0,335,0,0,0,0,0,0,2019-04-12T19:00:00Z,12 Apr 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,6748,0,0,0,1,0,0,0,-43,18,61,50,True,0,0,34,Leicester City,4,Right Winger,2018/2019
Raheem Sterling,0,43,0,1,2,37,0,0,38,6.7,1,0,270,0,0,333,3,1,2,13,64.8,0,2019-04-14T13:05:00Z,14 Apr 14:05,0,0,90,1,0,7,0,0,0,0,2,0,34,0,1217879,4,0,2,3,1,58,14,107767,169792,62025,115,False,1,0,34,Manchester City,4,Right Winger,2018/2019
Rajiv van La Parra,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,339,0,0,0,0,0,0,2019-04-13T11:30:00Z,13 Apr 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,1482,0,0,0,0,4,0,0,-3,0,3,46,False,0,0,34,Huddersfield Town,4,Left Winger,2018/2019
Raúl Jiménez,0,24,0,0,0,-4,0,2,19,4.3,0,0,437,0,0,338,3,3,0,2.1,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,90,1,0,16,0,0,0,0,7,0,34,0,2187853,5,0,1,1,3,17,1,161425,199402,37977,68,False,0,1,34,Wolverhampton Wanderers,5,Centre-Forward,2018/2019
Rhys Healey,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,332,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,4,0,0,0,0,0,0,34,0,6403,0,0,0,0,2,0,0,-7,392,399,45,False,0,0,34,Cardiff City,5,Centre-Forward,2018/2019
Rhys Healey,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,302,0,0,0,0,0,0,2019-04-16T18:45:00Z,16 Apr 19:45,0,0,0,0,0,3,0,0,0,0,0,0,34,0,6403,0,0,0,2,0,0,0,-7,392,399,45,False,0,0,34,Cardiff City,5,Centre-Forward,2018/2019
Riyad Mahrez,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,333,0,0,0,0,0,0,2019-04-14T13:05:00Z,14 Apr 14:05,0,0,0,0,0,7,0,0,0,0,0,0,34,0,113390,0,0,0,3,1,0,0,-670,1033,1703,82,False,0,0,34,Manchester City,4,Right Winger,2018/2019
Robbie Brady,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,332,0,0,0,0,0,0,2019-04-13T14:00:00Z,13 Apr 15:00,0,0,0,0,0,5,0,0,0,0,0,0,34,0,1284,0,0,0,0,2,0,0,4,31,27,54,True,0,0,34,Burnley FC,3,Left Midfield,2018/2019
Robert Kenedy Nunes do Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,335,0,0,0,0,0,0,2019-04-12T19:00:00Z,12 Apr 20:00,0,0,0,0,0,11,0,0,0,0,0,0,34,0,33834,0,0,0,1,0,0,0,-732,57,789,47,False,0,0,34,Chelsea FC,3,Left Midfield,2018/2019
Roberto Firmino,0,45,0,0,0,8,1,0,35,37.2,1,0,257,0,0,336,1,0,0,9.1,15.6,3,2019-04-14T15:30:00Z,14 Apr 16:30,0,0,90,2,0,6,0,0,0,0,5,0,34,0,1072739,5,2,1,0,2,38,2,-14380,43567,57947,93,True,0,0,34,Liverpool FC,5,Centre-Forward,2018/2019
Roberto Pereyra,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,340,0,0,0,0,0,0,2019-04-15T19:00:00Z,15 Apr 20:00,0,0,0,0,0,1,0,0,0,0,0,0,34,0,544363,0,0,0,1,0,0,0,-254,14723,14977,60,True,0,0,34,Watford FC,3,Left Midfield,2018/2019
Robert Snodgrass,0,46,0,0,0,12,0,1,40,75.7,0,0,489,0,0,337,2,2,0,10.3,9.4,5,2019-04-13T16:30:00Z,13 Apr 17:30,0,0,90,0,0,14,0,1,0,0,10,0,34,0,75631,3,1,0,1,2,18,2,-17659,230,17889,50,False,0,0,34,West Ham United,4,Right Winger,2018/2019
Rob Holding,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,340,0,0,0,0,0,0,2019-04-15T19:00:00Z,15 Apr 20:00,0,0,0,0,0,18,0,0,0,0,0,0,34,0,24852,0,0,0,1,0,0,0,-66,24,90,43,False,0,0,34,Arsenal FC,2,Centre-Back,2018/2019
