,GW,player_name,goals_scored,assists,minutes,position_index,clean_sheets,total_points,fpl_pred
12516,4,Marcus Rashford,1,0,65,5,0,5,9.43382764611367
12517,91,Nacho Monreal,6,6,6024,2,23,275,273.3134484928334
12518,22,André Carrillo,1,3,1422,4,3,57,57.872741611456206
12519,96,Aaron Ramsey,9,20,3848,3,16,236,220.35742666099185
12520,80,Roberto Pereyra,10,6,3181,3,5,156,157.3411608898021
12521,23,Jordon Ibe,0,0,810,4,3,26,21.76967837666183
12522,102,Matthew Lowton,0,5,6743,2,20,201,202.44897231705983
12523,30,Roberto Firmino,9,9,2489,5,7,145,138.94899270476157
12524,27,James Tarkowski,0,0,156,2,0,11,2.9323393719331072
12525,58,Jonathan Hogg,0,1,3561,3,10,83,86.2719878644346
12526,54,Glenn Murray,20,0,3248,5,10,179,183.19787201614326
12527,44,Victor Wanyama,4,2,3110,3,12,106,118.93328126633344
12528,16,Chris Löwe,0,0,967,2,6,44,42.46108310869715
12529,9,Kelechi Iheanacho,3,3,287,5,1,35,33.740090518461365
12530,101,Maarten Stekelenburg,0,0,1683,1,4,68,64.36641541108489
12531,71,Steven Defour,2,4,3066,3,17,116,130.60657609074292
12532,40,Andros Townsend,3,7,2655,4,7,119,116.60510248829468
12533,98,Adrian Mariappa,0,0,3960,2,11,115,110.88203250473254
12534,101,Bakary Sako,3,0,609,4,1,44,38.39089943609093
12535,64,Kelechi Iheanacho,4,9,1682,5,2,105,86.8394029868802
12536,50,Abdelhamid Sabiri,0,1,262,4,1,11,12.63596367718845
12537,102,Marc Albrighton,6,16,6245,3,19,254,240.1284656231623
12538,32,Seamus Coleman,4,4,2316,2,10,133,121.74979663288036
12539,25,Lewis Cook,0,0,80,3,0,2,2.930081552621459
12540,53,Kurt Zouma,1,1,1510,2,2,51,41.526927640972644
12541,69,Yohan Benalouane,0,0,917,2,4,27,32.82989735274077
12542,23,Paul Pogba,4,3,1980,3,8,86,93.11249643810012
12543,18,Daryl Janmaat,1,1,573,2,0,20,16.44786857085667
12544,29,David Silva,2,7,2210,4,7,93,98.34212785650334
12545,81,Erik Lamela,4,6,1468,4,8,93,88.2995548095426
12546,7,Fabio Borini,0,0,153,4,1,4,5.382240492735711
12547,18,Ibrahim Afellay,0,0,16,3,0,1,1.4445713111043315
12548,16,Alexis Sánchez,12,6,1345,4,4,122,135.31507829817681
12549,30,Ruben Loftus-Cheek,0,0,27,3,0,5,1.701153294297713
12550,19,Kevin Wimmer,0,0,270,2,0,2,4.727536169981416
12551,9,Alfie Mawson,0,0,270,2,1,7,8.974073716401996
12552,54,Bakary Sako,0,0,306,4,0,16,11.386956050954765
12553,61,Alexandre Lacazette,22,13,3640,5,13,242,238.63387463270345
12554,15,Jake Livermore,1,1,1270,3,1,35,38.71178063881817
12555,46,David Silva,5,15,3452,4,17,181,183.9071711399908
12556,109,Nicolás Otamendi,5,2,6786,2,33,324,323.27651314986537
12557,22,Yannick Bolasie,1,4,1048,4,3,45,51.38745807571081
12558,19,Michael Hefele,0,0,1,2,0,1,0.5172289586849246
12559,18,Romelu Lukaku,10,3,1466,5,4,97,98.67130692784997
12560,34,Nahki Wells,0,0,35,5,0,7,3.906755757265131
12561,22,Renato Sanches,0,0,699,3,2,20,18.47582764000252
12562,54,Cheikhou Kouyaté,3,1,3729,3,12,116,114.15002798476371
12563,31,Kadeem Harris,1,1,365,3,1,24,20.39386956052067
12564,22,Tomer Hemed,2,2,775,5,3,41,41.309428711311455
12565,40,Serge Aurier,2,3,1531,2,6,83,72.62275624917089
12566,54,Jack Cork,3,2,4752,3,16,139,143.04191976035685
12567,44,Sam Byram,0,1,1249,2,3,29,36.763576552994564
12568,33,Paul Pogba,4,3,2564,3,13,103,119.06199662999401
12569,78,Joshua King,24,7,5343,5,17,291,278.93816341674454
12570,23,Diego Rico,0,0,421,2,0,4,7.1164065068628375
12571,30,Xherdan Shaqiri,3,0,1072,4,6,51,48.046594187299924
12572,28,Kurt Zouma,0,0,27,2,0,4,0.9195631461147133
12573,32,Fabio Borini,2,0,1266,4,4,40,45.432204461274154
12574,59,José Holebas,2,7,4116,2,9,122,136.64575348584196
12575,22,Declan Rice,0,0,30,3,0,1,1.771040437486036
12576,85,Nathan Redmond,8,4,5646,4,22,219,198.24569540475255
12577,18,Cyrus Christie,0,0,890,2,1,16,19.133036466169656
12578,61,Jamie Vardy,22,10,4701,5,12,260,252.88342778015493
12579,23,Ilkay Gündogan,3,1,704,3,3,41,44.10556460174975
12580,26,Martín Montoya,0,1,1620,2,2,33,37.45025721017609
12581,19,Alexis Sánchez,12,8,1615,4,6,136,147.10809825281686
12582,35,Harry Arter,1,4,2786,3,8,80,90.2638563093837
12583,54,Sergio Romero,0,0,180,1,2,23,15.771996410833212
12584,12,Stephan Lichtsteiner,0,0,160,2,0,3,2.995116905700357
12585,8,Laurent Koscielny,2,0,630,2,3,43,36.23197423257257
12586,5,Michel Vorm,0,0,236,1,1,9,11.471842567879278
12587,14,Ilkay Gündogan,3,1,594,3,3,38,41.871898765247415
12588,36,Charlie Austin,6,1,870,5,6,60,59.03031961708038
12589,46,Abdelhamid Sabiri,0,1,262,4,1,11,12.63596367718845
12590,17,Harvey Barnes,0,3,778,4,1,32,35.715866419757276
12591,82,Ashley Westwood,0,8,3667,3,8,124,116.42864470749231
12592,5,Neil Etheridge,0,0,450,1,2,32,21.663790554027443
12593,45,Harry Kane,35,7,3141,5,18,269,267.5844482948093
12594,57,Davide Zappacosta,1,1,1105,2,5,60,49.37021541368701
12595,22,Ashley Young,0,0,237,2,1,6,8.432435391238883
12596,20,Charlie Adam,1,3,845,3,4,40,41.320246273980885
12597,90,Hugo Lloris,0,0,7144,1,34,331,332.93922995578936
12598,5,Neil Taylor,0,0,40,2,0,1,1.121204037946784
12599,23,Vincent Kompany,0,0,114,2,0,3,2.274357273583437
12600,96,Matthew Lowton,0,5,6712,2,20,200,202.28293420339418
12601,95,Ashley Barnes,18,4,4636,5,14,215,220.3827956776617
12602,29,Moussa Sissoko,0,3,756,3,4,39,32.648609523231265
12603,60,Shkodran Mustafi,4,2,3593,2,15,158,164.2567455244348
12604,57,Jeff Hendrick,4,2,4165,3,17,134,149.53258593826007
12605,24,Tom Davies,1,2,481,3,3,26,28.50313094533513
12606,35,Jorge Luiz Frello Filho,2,0,2886,3,14,89,102.93291753598294
12607,99,Matteo Darmian,0,0,2137,2,13,110,98.6959631736847
12608,70,Ashley Westwood,0,4,2677,3,6,83,78.64159660234361
12609,50,Ross Barkley,3,3,588,3,3,50,47.14058170956327
12610,68,Nicolás Otamendi,5,2,5172,2,23,242,238.8498722182705
12611,112,Eric Dier,4,2,7234,3,36,225,227.59327276669677
12612,3,Ben Hamer,0,0,192,1,0,4,4.3268348219698485
12613,54,Jack Butland,0,0,1620,1,4,55,62.5621591121356
12614,54,Serge Aurier,2,4,1854,2,8,99,91.51605776358342
12615,19,Victor Wanyama,2,0,1670,3,6,52,58.32128412369947
12616,34,Luis Hernández,0,0,327,2,0,3,5.628519208577636
12617,28,Manolo Gabbiadini,7,1,1395,5,7,73,76.2642957542518
12618,87,Ashley Westwood,2,9,4117,3,10,152,143.54567418096707
12619,72,Gareth Barry,3,3,4030,3,11,124,124.29820143521476
12620,68,Matt Phillips,5,12,3774,4,13,174,174.52117619388815
12621,28,Antonio Barragán,0,0,1811,2,5,58,52.54727751176762
12622,88,César Azpilicueta,3,12,7830,2,37,395,397.2271665041955
12623,18,Toby Alderweireld,0,0,869,2,5,39,36.28515524283041
12624,50,Timothy Fosu-Mensah,0,0,798,2,1,21,17.64659034939247
12625,114,Aaron Ramsey,12,20,4399,3,22,277,262.00254461974026
12626,85,Luke Shaw,1,5,2195,2,12,120,116.16409801597626
12627,43,Divock Origi,7,4,1478,5,7,97,90.95286266630427
12628,7,Christian Benteke,3,0,443,5,0,23,28.76723320995032
12629,27,Lee Peltier,0,0,642,2,2,19,19.441553112419953
12630,18,David Meyler,1,0,703,3,1,25,23.92636335394532
12631,14,Fernando Francisco Reges,0,0,301,3,1,10,8.682330589026343
12632,83,Eric Bailly,1,0,3240,2,20,165,161.99177129009666
12633,38,Willy Caballero,0,0,1452,1,6,64,65.79692220687424
12634,34,José Holebas,2,4,2635,2,7,87,98.68054093795712
12635,35,Ramiro Funes Mori,0,1,1543,2,7,69,60.32356588913013
12636,63,Lee Grant,0,0,2790,1,9,111,117.57333234808769
12637,8,Gaël Clichy,0,0,349,2,1,12,10.273998478903106
12638,12,Conor Coady,0,0,1080,2,4,36,35.7097853227758
12639,15,Christian Kabasele,1,0,222,2,0,13,9.040484217303263
12640,64,Ryan Fraser,7,11,3075,4,8,167,165.67272593
12641,24,Sam Clucas,0,1,2049,3,3,47,49.40054937172118
12642,55,Rob Holding,0,0,1073,2,5,40,39.9910611637811
12643,27,Craig Gardner,0,1,218,3,1,14,10.453783746038894
12644,35,Will Keane,0,0,280,5,1,8,10.866335056501896
12645,81,Nathan Redmond,8,4,5286,4,21,210,189.8567467735806
12646,60,Mason Holgate,0,1,2362,2,9,87,83.96806023234716
12647,66,Divock Origi,7,4,1478,5,7,97,90.95286266630427
12648,19,DeAndre Yedlin,0,1,1265,2,1,28,27.251798561420642
12649,38,Alex Iwobi,3,5,1456,4,9,89,78.7204271343723
12650,19,Artur Boruc,0,0,1530,1,5,61,64.38022879247833
12651,62,Ciaran Clark,5,1,2602,2,6,106,107.63210127503785
12652,104,Heurelho Gomes,0,0,5465,1,12,177,192.13637804203964
12653,7,Patrice Evra,0,0,161,2,0,1,3.0108141478767614
12654,26,Moussa Sissoko,0,3,673,3,4,35,30.67663573468355
12655,95,James Milner,10,9,5977,3,24,277,268.51282787567214
12656,50,Pascal Groß,8,8,3145,4,10,175,161.91426611747107
12657,45,Aaron Lennon,0,1,516,4,2,23,18.922495408968842
12658,10,Steven Pienaar,0,0,438,4,2,8,12.545853357159253
12659,54,Isaac Hayden,1,0,1492,3,3,43,41.77960674862965
12660,23,Aiden O'Neill,0,0,85,3,0,3,3.045382066455627
12661,65,Eliaquim Mangala,0,0,617,2,2,22,19.015617844697402
12662,68,Philippe Coutinho,20,15,3337,4,13,274,255.78295009246352
12663,40,Riyad Mahrez,6,7,3006,4,10,136,141.92472073759774
12664,38,Kevin Long,0,0,270,2,0,3,4.727536169981416
12665,52,Gareth McAuley,6,1,3398,2,7,135,133.177907561546
12666,69,Charlie Daniels,5,5,5431,2,15,212,202.77450357070228
12667,48,Pedro Obiang,2,2,2182,3,6,74,74.36077614909792
12668,61,Mohamed Salah,48,20,4840,4,28,480,450.63625488752103
12669,25,Yannick Bolasie,1,4,1048,4,3,45,51.38745807571081
12670,21,Joel Matip,1,0,1080,2,3,40,37.495297433400935
12671,50,Diafra Sakho,2,1,339,5,0,27,24.47783020871759
12672,45,Andre Gray,8,3,2007,5,8,107,103.24763244118958
12673,2,Charlie Austin,0,0,32,5,0,2,3.8229266303068883
12674,32,Steve Cook,2,0,2880,2,8,95,96.97742518825254
12675,86,Luke Shaw,1,5,2285,2,12,122,117.96182771238526
12676,43,Francis Coquelin,0,1,1847,3,5,54,49.505355616652736
12677,61,Nemanja Matic,2,1,4883,3,20,136,146.11934770148883
12678,50,Charlie Daniels,5,4,4140,2,13,179,174.27608872292024
12679,71,Ragnar Klavan,1,0,2672,2,10,111,97.5035999719614
12680,27,Ken Sema,1,2,647,3,3,33,32.29705465686907
12681,20,Vincent Janssen,1,2,614,5,1,34,30.988851968059095
12682,94,Ben Mee,1,4,7245,2,22,227,225.4051902497685
12683,72,Nacho Monreal,5,5,5346,2,21,243,241.10552083378678
12684,8,Loris Karius,0,0,270,1,1,10,12.173929116581498
12685,13,Jonathan Calleri,0,0,135,5,0,6,6.658128842330726
12686,26,Mohamed Elneny,0,1,556,3,2,22,19.00782003950843
12687,35,Virgil van Dijk,1,0,1852,2,7,75,69.4997016643658
12688,13,Craig Gardner,0,1,204,3,1,13,10.124173672130478
12689,48,Jonas Lössl,0,1,4127,1,11,158,164.21527394718967
12690,51,Nahki Wells,0,0,46,5,0,9,4.213481618610139
12691,94,Laurent Koscielny,4,1,5136,2,19,221,204.4335106727895
12692,58,Mathew Ryan,0,0,5130,1,13,209,191.9262038790378
12693,36,Matty James,0,0,991,3,4,26,27.613923863997726
12694,65,Danny Rose,2,3,1978,2,10,98,100.75226908447965
12695,23,Henrikh Mkhitaryan,2,0,707,4,4,33,32.26833510650551
12696,20,Donald Love,0,0,431,2,1,14,11.626041917013332
12697,51,Jeffrey Schlupp,0,2,2006,3,3,61,53.23304167700866
12698,25,Alberto Moreno,0,1,265,2,0,11,7.721761594541935
12699,55,Fernando Luiz Rosa,3,4,4256,3,18,136,152.8677507863427
12700,33,Adam Forshaw,0,2,2311,3,8,69,67.77133558207737
12701,56,Leon Britton,0,0,1432,3,8,41,45.989576895236446
12702,60,Victor Lindelöf,0,0,2812,2,9,92,87.36003955982238
12703,7,Dwight McNeil,0,0,80,4,0,2,4.688946429327444
12704,94,Roberto Pereyra,13,10,4365,3,8,221,222.49056813180977
12705,48,Davide Zappacosta,1,1,1093,2,5,59,49.15656216607776
12706,53,James Tarkowski,0,0,1918,2,7,73,63.90109323334504
12707,9,Ben Davies,0,0,284,2,1,10,9.204139827096359
12708,49,Steve Cook,3,0,4089,2,11,135,133.85003307017766
12709,55,Nathan Aké,6,0,1470,2,6,102,96.33231559337857
12710,76,Daniel Amartey,1,1,2159,3,7,66,65.68844146628925
12711,69,Johann Berg Gudmundsson,3,10,3303,4,12,142,142.8400455808947
12712,29,Samir Nasri,0,0,16,4,0,1,2.7206188689239283
12713,37,Sam Field,0,0,275,3,1,9,8.091989734726774
12714,17,Fernando Francisco Reges,0,0,528,3,1,13,13.702083208815054
12715,2,Joe Ledley,0,0,45,3,0,1,2.1198953309640824
12716,58,Marko Arnautovic,16,10,3389,5,8,205,193.24411591651443
12717,90,Kevin De Bruyne,14,39,6031,4,30,410,415.39069972444184
12718,36,Nicolás Otamendi,1,2,2412,2,8,92,88.88200847177222
12719,49,Shane Duffy,2,4,4282,2,13,146,154.0304552714066
12720,42,Eliaquim Mangala,0,0,19,2,0,1,0.7956306331835181
12721,17,Neeskens Kebano,0,0,27,4,0,2,3.061173245036958
12722,108,Ben Davies,3,10,5523,2,25,285,279.978010456989
12723,64,Anthony Knockaert,4,6,3614,4,13,141,136.0606371296297
12724,33,Christian Kabasele,2,0,592,2,1,31,25.601477763991788
12725,42,Mohamed Diamé,2,0,2394,3,7,78,71.48046511861983
12726,6,Sebastian Prödl,0,0,459,2,0,7,7.717938688935476
12727,11,Jonas Lössl,0,1,990,1,5,56,52.395576560903194
12728,19,Nathan Dyer,0,1,127,4,0,8,10.073608377692466
12729,35,Viktor Fischer,0,2,407,4,1,21,20.853140833929103
12730,64,N'Golo Kanté,2,2,5142,3,26,154,170.05368892207008
12731,69,Adrian Mariappa,0,0,2491,2,6,64,67.38815432224169
12732,3,Mathieu Flamini,0,0,20,3,0,2,1.5379335548991087
12733,55,Benik Afobe,6,6,1832,5,5,106,99.40441069632061
12734,36,Valon Behrami,0,0,1850,3,5,44,45.37861973923208
12735,11,Harry Kane,3,1,491,5,3,32,34.65252505966729
12736,47,Charlie Adam,1,4,1491,3,6,59,61.738917303546145
12737,24,Víctor Valdés,0,0,1890,1,5,73,74.98688497992437
12738,35,Isaac Hayden,1,0,1347,3,3,40,39.2739156684741
12739,88,Pedro Rodríguez Ledesma,17,13,4154,4,25,287,282.25933631509423
12740,24,Costel Pantilimon,0,0,83,1,0,2,2.258030247901008
12741,36,Chung-yong Lee,0,1,471,4,2,24,17.60017652497777
12742,46,Marko Arnautovic,15,8,2848,5,7,181,170.33877061203037
12743,113,Lewis Cook,0,4,3385,3,7,97,93.42893781694642
12744,8,Ross Barkley,1,1,564,3,1,24,24.736456783794793
12745,28,Ryan Bennett,1,0,2430,2,6,67,73.46242465076188
12746,11,Joey Barton,1,2,835,3,3,30,36.46873046337397
12747,27,Heurelho Gomes,0,0,2347,1,4,77,83.17864275839383
12748,21,Kieran Gibbs,0,1,207,2,1,12,11.151629720104632
12749,38,Carlos Sánchez,0,0,240,3,0,9,6.562997026934042
12750,29,Bacary Sagna,0,1,1318,2,6,54,51.68412375447764
12751,36,Wahbi Khazri,1,0,849,4,1,31,31.159853733330948
12752,35,Geoff Cameron,0,0,1359,3,5,45,36.759646822065946
12753,75,Sam Vokes,14,6,3012,5,7,183,161.82059846153328
12754,60,Sullay Kaikai,0,0,37,4,0,2,3.369958691760239
12755,65,Ashley Young,2,6,2464,2,12,103,130.24309907919383
12756,6,Ryan Bertrand,0,1,270,2,2,18,16.258530403496106
12757,107,David Silva,19,26,7174,4,38,421,430.9184407614982
12758,101,Roberto Pereyra,13,10,4795,3,10,231,234.93027846713838
12759,25,Ilkay Gündogan,3,1,704,3,3,41,44.10556460174975
12760,28,Uwe Hünemeier,0,0,17,2,0,1,0.7646662869678504
12761,103,Morgan Schneiderlin,1,1,3482,3,11,100,94.49610722223778
12762,36,Kevin McDonald,0,0,837,3,0,17,18.978685155269943
12763,30,Maxime Le Marchand,0,1,1620,2,0,20,26.75381376024947
12764,26,Jack Simpson,0,0,71,2,0,1,1.6032267650875784
12765,17,Max Meyer,0,2,781,4,3,29,29.487360579651906
12766,38,Eric Dier,2,0,3043,3,16,93,113.58690221312457
12767,13,Timothy Fosu-Mensah,0,0,701,2,0,12,11.53283073135438
12768,22,Danny Rose,2,3,1493,2,8,83,81.79045195932362
12769,62,Adrian Mariappa,0,0,1861,2,4,46,48.50404843859317
12770,13,Moritz Bauer,0,0,1037,2,4,34,34.95477918125964
12771,5,Steve Cook,0,0,450,2,1,11,11.939444165126446
12772,105,N'Golo Kanté,5,7,8720,3,41,281,257.2409588028515
12773,17,Levi Lumeka,0,0,25,3,0,1,1.654540449979411
12774,3,Donald Love,0,0,194,2,0,2,3.529428818869878
12775,33,Fabian Delph,1,0,224,3,0,13,12.800368992880948
12776,27,Aleksandar Dragovic,0,0,584,2,3,21,22.667755942626513
12777,3,Craig Cathcart,0,0,180,2,0,3,3.309271331475493
12778,36,Nathaniel Clyne,0,2,3143,2,10,116,103.48951310807021
12779,75,Mousa Dembélé,1,2,3931,3,18,128,126.5175826083377
12780,40,Juan Foyth,1,0,450,2,1,19,17.47672405937257
12781,38,Jannik Vestergaard,0,0,2027,2,4,50,50.940616542158864
12782,67,Pedro Rodríguez Ledesma,13,12,3442,4,23,234,239.4597905268144
12783,48,Daniel Sturridge,5,6,1137,5,5,77,79.58151105460178
12784,38,Lucas Pérez,3,0,465,5,0,33,29.277871379582677
12785,67,Isaac Success,1,1,519,4,1,28,26.999561289131222
12786,55,Dean Marney,1,2,1764,3,5,51,58.43018694297197
12787,41,Eldin Jakupovic,0,0,180,1,0,4,4.093443182881532
12788,21,Hugo Lloris,0,0,1654,1,8,76,78.07753759809447
12789,76,Jacob Murphy,1,3,1433,4,3,67,58.16765921929806
12790,20,Steve Cook,2,0,1800,2,6,69,70.79308552366527
12791,72,Chris Löwe,0,3,3513,2,8,103,99.18304471775241
12792,38,George Friend,0,3,1964,2,4,59,58.59755827026967
12793,67,Fabian Delph,2,1,1506,3,5,55,56.7129584172348
12794,2,Fabián Balbuena,0,0,180,2,0,0,3.309271331475493
12795,87,Ashley Barnes,17,3,4191,5,12,194,196.65173632345255
12796,90,Andros Townsend,7,17,6860,4,21,285,287.51246645267264
12797,73,Jack Cork,3,3,6462,3,20,182,183.02287506083002
12798,77,Connor Wickham,2,0,412,5,0,18,23.15955404080907
12799,49,Steven Defour,1,4,2087,3,11,85,85.50139955997227
12800,41,Winston Reid,2,3,2677,2,9,102,107.56366424111178
12801,87,Lys Mousset,2,1,868,5,2,54,38.79462277072503
12802,10,Christian Kabasele,0,0,61,2,0,2,1.4475593611480306
12803,50,Charlie Taylor,0,0,1849,2,4,45,48.323653961514026
12804,7,André Schürrle,2,0,506,4,0,22,30.125364270976434
12805,5,Ryan Bennett,0,0,450,2,2,15,16.164089248506535
12806,114,Tom Cleverley,2,5,4218,3,12,138,132.33879594855665
12807,17,Cédric Soares,0,0,912,2,4,40,32.740861223987224
12808,6,Leon Britton,0,0,137,3,0,3,4.237858692488505
12809,6,Donald Love,0,0,194,2,0,2,3.529428818869878
12810,38,Jonjo Shelvey,1,4,2264,3,6,73,77.14654031085226
12811,8,Phil Jagielka,0,1,720,2,2,30,23.62855009349522
12812,27,Brendan Galloway,0,0,247,2,1,9,8.596462882712881
12813,97,Ilkay Gündogan,11,5,3067,3,12,184,179.49388783028866
12814,23,Damien Delaney,0,2,1656,2,3,45,45.871103186588556
12815,49,Benik Afobe,6,6,1798,5,5,102,98.6294821764335
12816,69,Daniel Amartey,1,1,2159,3,7,66,65.68844146628925
12817,95,Troy Deeney,18,7,6108,5,14,251,247.81408132026638
12818,101,Callum Wilson,24,11,5068,5,18,279,278.14520237298865
12819,59,Jonas Lössl,0,1,5117,1,13,199,193.78659168035605
12820,59,Lukasz Fabianski,0,0,5220,1,14,203,198.699803771993
12821,21,Gerard Deulofeu,0,0,460,4,0,13,15.72731810171274
12822,48,Christian Fuchs,2,5,3823,2,11,136,140.6154866208965
12823,17,Kieran Trippier,0,0,13,2,0,2,0.7027604455684733
12824,29,Ezequiel Schelotto,0,0,1132,2,0,18,18.149578382344686
12825,65,Romelu Lukaku,24,8,4378,5,18,242,263.5525392316901
12826,46,James McClean,1,3,1697,4,4,60,64.180171399539
12827,15,Sofiane Feghouli,0,0,134,4,0,5,6.325137201034082
12828,34,Neil Taylor,0,1,920,2,2,22,26.851420360806586
12829,45,Marko Arnautovic,15,8,2758,5,7,180,168.38399903053238
12830,17,Adam Masina,0,1,276,2,2,17,16.356668457955085
12831,57,Christian Atsu,2,4,2347,4,8,95,88.13120595029491
12832,51,Adrian Mariappa,0,0,1473,2,3,36,37.739404983781526
12833,84,Tyrone Mings,0,0,707,2,0,7,11.626812088935594
12834,75,Shinji Okazaki,9,4,2879,5,12,139,132.51220499710513
12835,36,Adam Smith,1,5,2921,2,8,100,105.86359051056874
12836,49,Emre Can,5,4,3075,3,11,126,129.66283016909597
12837,100,Danny Rose,2,8,3317,2,16,165,175.6779147456292
12838,53,Willy Caballero,0,0,270,1,1,11,12.173929116581498
12839,34,Daniel Sturridge,2,4,579,5,1,40,39.523889752569744
12840,18,Vicente Iborra,1,0,898,3,2,30,29.216158072301383
12841,93,Shinji Okazaki,9,5,3034,5,12,154,140.17778232267955
12842,5,Duncan Watmore,0,1,270,4,0,10,14.452532692889974
12843,4,Callum Paterson,0,0,149,3,1,6,5.189179268165207
12844,67,Marcus Rashford,9,8,3078,5,15,151,162.527706671173
12845,71,Dwight Gayle,6,3,1946,5,6,94,91.246135400078
12846,45,Ahmed Musa,2,0,761,5,1,39,31.704382249157277
12847,25,Christian Kabasele,2,0,558,2,1,29,25.02501802687592
12848,23,Rachid Ghezzal,1,0,570,4,1,23,24.04642464520785
12849,23,Idrissa Gueye,0,2,1665,3,5,50,50.043080473735046
12850,36,Kevin De Bruyne,5,18,2697,4,10,177,169.47711815109534
12851,59,Willian Borges Da Silva,11,9,2602,4,14,194,177.45573748647263
12852,6,Francis Coquelin,0,0,391,3,1,8,10.701906424086673
12853,27,Wilfred Ndidi,2,3,2331,3,6,77,80.88279116172205
12854,66,Joel Ward,0,2,4721,2,9,114,112.36236748873483
12855,52,Arthur Masuaku,0,3,1413,2,3,47,45.96746005881569
12856,3,Marcos Alonso,0,0,36,2,0,1,1.0591282110863247
12857,37,Charlie Austin,6,1,870,5,6,60,59.03031961708038
12858,14,Neil Etheridge,0,0,1260,1,2,49,42.06753812748124
12859,24,Willy Boly,2,0,1908,2,5,67,67.69446958321709
12860,47,Victor Moses,3,3,2955,4,20,127,112.84977148614331
12861,36,Damien Delaney,0,2,2009,2,3,50,50.60056998657561
12862,48,Jordon Mutch,0,0,53,3,0,4,2.3055531684192907
12863,23,Albert Adomah,0,0,122,4,0,3,5.963484270922464
12864,73,James McClean,2,3,2603,4,6,91,90.69400907804669
12865,103,Robert Kenedy Nunes do Nascimento,3,3,2352,3,12,100,104.85940546983358
12866,94,Robert Kenedy Nunes do Nascimento,3,3,2226,3,12,94,102.97273138232441
12867,99,Nathaniel Clyne,0,2,3784,2,14,148,134.5835878927745
12868,5,Mauro Zárate,0,1,204,5,0,8,11.711071348816617
12869,21,Michael Dawson,3,0,1170,2,0,37,36.556120341285435
12870,89,Sergio Romero,0,0,270,1,3,30,22.387829191380625
12871,38,Beram Kayal,0,0,735,3,1,25,18.056616816963512
12872,13,Wesley Hoedt,0,0,720,2,1,17,16.376896391711632
12873,14,Maxime Le Marchand,0,1,959,2,0,13,17.779288013208927
12874,63,Jay Fulton,0,0,707,3,3,20,20.015715382825185
12875,26,Jack Rodwell,0,1,1024,3,1,25,27.91746606824873
12876,70,DeAndre Yedlin,1,4,5224,2,12,149,148.0312578006188
12877,13,Phil Jagielka,0,1,1080,2,2,34,29.379187515987724
12878,13,Anthony Knockaert,1,1,907,4,4,38,34.79478572213725
12879,23,Mesut Özil,5,6,1682,4,6,98,100.15878765936543
12880,89,Wilfred Ndidi,4,7,7351,3,21,217,229.81939451272768
12881,101,Matthew Lowton,0,5,6743,2,20,201,202.44897231705983
12882,6,Simone Zaza,0,0,409,5,2,8,14.442428958435272
12883,54,Andy Carroll,7,2,1851,5,6,77,89.53835028403262
12884,33,Andros Townsend,3,7,2210,4,6,108,105.12838646974643
12885,76,Wes Morgan,1,1,5247,2,10,124,125.67888954180813
12886,26,Daniel Amartey,1,1,1420,3,4,46,46.37384141734745
12887,45,Aaron Ramsey,2,6,1730,3,8,83,83.14669501619645
12888,114,James McArthur,13,12,7481,3,21,315,303.1002558731422
12889,25,Rajiv van La Parra,1,0,1305,4,4,39,39.763609294610234
12890,38,Stephan Lichtsteiner,0,0,935,2,0,14,15.16336355667626
12891,12,Grady Diangana,0,0,125,4,1,5,4.52965553851255
12892,30,Maarten Stekelenburg,0,0,1413,1,3,57,51.733668781569506
12893,16,Edimilson Fernandes,0,0,377,3,1,12,10.390228787714172
12894,30,Victor Lindelöf,0,0,923,2,3,30,28.590867212777162
12895,76,Kyle Walker,1,7,5560,2,33,288,314.66595825879307
12896,63,Emre Can,7,7,3984,3,15,174,180.15878714737812
12897,67,Carl Jenkinson,0,0,82,2,0,2,1.7746459664703682
12898,13,Ahmed Elmohamady,0,0,1018,2,1,21,21.176808907982306
12899,36,Gary Madine,0,0,32,5,0,5,3.8229266303068883
12900,74,Jack Stephens,2,1,3271,2,10,110,115.37129784255475
12901,65,Petr Cech,0,0,5506,1,21,228,238.9652827471329
12902,41,Federico Fernández,0,1,2700,2,8,78,83.53192761149197
12903,47,Claudio Bravo,0,0,2012,1,6,74,82.82317310564538
12904,112,Calum Chambers,4,1,5520,2,14,165,173.3244678810168
12905,49,Nicolás Otamendi,3,2,3562,2,15,156,157.07717121759256
12906,49,Declan Rice,0,0,612,3,0,18,14.520849716134862
12907,27,Luis Hernández,0,0,327,2,0,3,5.628519208577636
12908,14,Alex Pritchard,1,2,870,4,3,37,38.70523188589398
12909,52,Connor Wickham,2,0,412,5,0,18,23.15955404080907
12910,68,Chris Löwe,0,2,3164,2,8,99,92.33482457503547
12911,10,Adlène Guédioura,0,1,229,3,0,9,10.228083793823373
12912,43,Tom Carroll,1,2,1834,3,8,64,66.33173713703479
12913,56,Ashley Williams,2,3,4363,2,17,171,176.2622964205338
12914,11,Manuel Agudo Durán,3,2,433,4,2,34,40.9412846194287
12915,32,Jan Kirchhoff,0,1,433,3,0,12,14.768346363081491
12916,35,Yerry Mina,1,0,801,2,3,35,32.67782973681091
12917,13,Fraizer Campbell,0,0,24,5,0,2,3.599011456714173
12918,48,Phil Jagielka,3,3,2873,2,7,117,105.91092147566957
