,GW,player_name,goals_scored,assists,minutes,position_index,clean_sheets,total_points,fpl_pred
12919,76,Jerome Sinclair,0,0,145,5,0,10,6.928735021195891
12920,36,Stefan Johansen,0,0,409,3,0,11,10.26633408636259
12921,6,Matt Phillips,0,1,511,4,2,17,18.77614562666382
12922,61,Will Hughes,3,4,2212,3,8,94,93.4547479819656
12923,65,Asmir Begovic,0,0,5400,1,11,173,186.08751712853154
12924,37,Victor Lindelöf,0,0,1284,2,5,47,43.745070141564156
12925,77,Andrew Surman,2,6,3741,3,10,129,125.08072364741099
12926,13,David Marshall,0,0,990,1,0,24,22.29359294973674
12927,17,Danny Ings,6,1,890,5,3,57,58.60744296060403
12928,44,Antonio Rüdiger,2,1,2854,2,15,141,136.32723004780485
12929,11,Connor Wickham,1,0,316,5,0,13,16.0483388325097
12930,91,Nathan Redmond,8,4,6167,4,23,232,212.55640813510348
12931,86,Ainsley Maitland-Niles,1,0,1318,3,3,43,38.76026925320892
12932,79,Scott McTominay,1,0,1408,3,6,51,46.928377285184936
12933,61,Jamaal Lascelles,3,1,4547,2,15,175,165.39353574690927
12934,56,Marouane Fellaini,4,0,1977,3,13,80,104.35604655897254
12935,47,Jason Puncheon,0,6,3642,4,7,102,130.92593351642023
12936,19,Scott Arfield,1,2,1238,3,4,45,46.43639977859043
12937,38,Adam Federici,0,0,180,1,1,8,10.338442337440565
12938,114,Seamus Coleman,6,7,5909,2,27,297,300.5633742828447
12939,74,Artur Boruc,0,0,3150,1,9,120,128.16276510538404
12940,66,Mathieu Debuchy,0,0,15,2,0,1,0.7337095428474587
12941,53,Eden Hazard,21,12,3702,4,20,292,284.3947836689678
12942,19,Ander Herrera,0,2,1277,3,5,40,42.19983748480837
12943,18,Lewis Grabban,0,1,60,5,0,6,7.687599649486387
12944,46,Damien Delaney,0,2,2104,2,3,51,51.8075462909795
12945,101,Adam Smith,3,8,6493,2,16,210,211.0423202877841
12946,21,James Maddison,5,3,1474,4,5,76,83.83831072939765
12947,3,Marko Grujic,0,0,13,3,0,1,1.3745049939263883
12948,13,Sol Bamba,2,1,1080,2,2,42,40.084800941157965
12949,12,Chung-yong Lee,0,1,287,4,2,18,12.071224842218882
12950,102,Matt Targett,0,3,1544,2,1,41,36.39955442226875
12951,65,Jonjoe Kenny,0,3,1692,2,5,55,60.11674643756713
12952,9,Adlène Guédioura,0,1,229,3,0,9,10.228083793823373
12953,84,Steven Defour,2,4,3140,3,17,118,131.26505163563422
12954,3,Adam Forshaw,0,0,249,3,1,6,7.4986296216450405
12955,62,Ben Davies,3,8,3162,2,14,183,166.71421242909773
12956,106,Connor Wickham,2,1,472,5,0,26,27.815512939188636
12957,37,Ramadan Sobhi,0,2,765,4,4,34,28.17297020740571
12958,71,Jesse Lingard,9,8,2947,4,14,176,167.54074740456798
12959,74,John Stones,0,0,3225,2,12,120,109.40512229007813
12960,38,Oumar Niasse,4,1,1096,5,2,44,52.923739048547134
12961,18,Daniel Amartey,1,1,1197,3,2,39,38.83841223264929
12962,98,James Milner,10,9,6051,3,24,279,269.3018557347238
12963,74,Damien Delaney,0,2,2109,2,3,52,51.87033212866601
12964,86,Alberto Moreno,0,2,1659,2,6,69,60.8454893261118
12965,5,Brendan Galloway,0,0,247,2,1,9,8.596462882712881
12966,98,Christian Eriksen,23,37,7707,4,37,500,511.91542817459657
12967,33,André Carrillo,1,3,1522,4,4,63,59.579256236862335
12968,34,Raúl Jiménez,12,10,2765,5,11,168,167.81717491996704
12969,25,Renato Sanches,0,0,699,3,2,20,18.47582764000252
12970,50,César Azpilicueta,2,10,4500,2,22,243,240.94032373278645
12971,4,Sadio Mané,2,1,267,4,0,20,27.97279536724737
12972,18,Antonio Barragán,0,0,1598,2,5,51,49.10581182634665
12973,17,Johann Berg Gudmundsson,1,2,827,4,3,38,37.50892536801305
12974,13,Erik Pieters,0,0,1080,2,3,32,31.278440627524304
12975,10,Max Gradel,0,0,95,4,0,4,5.145701549934316
12976,65,Mesut Özil,12,18,4642,4,18,262,261.0694727150905
12977,66,Carl Jenkinson,0,0,82,2,0,2,1.7746459664703682
12978,6,Isaiah Brown,0,0,23,5,0,1,3.5709840908190955
12979,47,Damien Delaney,0,2,2104,2,3,51,51.8075462909795
12980,45,Nordin Amrabat,0,3,2289,4,5,71,72.91777608190745
12981,11,Jason Puncheon,0,3,781,4,0,28,37.172273048696184
12982,7,Jamie Vardy,2,1,560,5,3,27,31.91162290350821
12983,79,Vincent Janssen,2,3,869,5,3,58,47.45952498751237
12984,76,Karl Darlow,0,0,900,1,2,33,32.62591656975849
12985,70,Cédric Soares,0,5,4769,2,16,167,167.27079048590247
12986,9,Shane Long,0,0,324,5,0,8,11.637889503764654
12987,31,Erik Pieters,0,2,2700,2,9,92,92.19534655774478
12988,26,Héctor Bellerín,0,3,1704,2,7,79,70.07279316759676
12989,105,Seamus Coleman,5,6,5279,2,21,244,244.49117428337257
12990,100,Seamus Coleman,5,5,5027,2,19,226,224.72950953791513
12991,27,Jefferson Lerma,1,1,1742,3,6,45,56.34603838675858
12992,48,Robert Kenedy Nunes do Nascimento,0,0,90,3,0,3,3.1605714608872297
12993,51,Phil Jones,0,0,2477,2,13,114,104.40099439319543
12994,13,Konstantinos Stafylidis,0,0,334,2,0,6,5.739259849737387
12995,68,Andreas Pereira,1,1,385,4,1,22,23.166721402839798
12996,112,James Milner,12,12,6658,3,27,316,313.1760800947961
12997,56,Thibaut Courtois,0,0,4860,1,24,215,221.14065755916647
12998,37,Luke Shaw,0,3,688,2,4,45,39.52644904064689
12999,10,Anthony Martial,1,2,321,4,1,24,25.061560002503157
13000,2,Xherdan Shaqiri,1,0,90,4,0,9,11.9153023688797
13001,54,Paul Dummett,0,0,2502,2,9,84,83.07977759310506
13002,27,Adama Diomande,2,0,1162,5,2,41,40.70189219453272
13003,91,Connor Wickham,2,0,413,5,0,19,23.18352103470798
13004,92,Tyrone Mings,0,0,805,2,0,10,13.155819862358882
13005,11,Stewart Downing,1,2,893,3,2,36,36.49741239429724
13006,20,Pierre-Emerick Aubameyang,12,5,1610,5,7,115,119.0691068253189
13007,61,Lee Grant,0,0,2790,1,9,111,117.57333234808769
13008,28,Daley Blind,1,2,1395,2,7,79,66.60788528890971
13009,64,Oliver McBurnie,0,1,349,5,0,21,15.616716924160698
13010,2,Erik Pieters,0,0,180,2,0,2,3.309271331475493
13011,71,Ramadan Sobhi,2,3,1960,4,6,82,75.35712282560795
13012,38,Sergio Romero,0,0,180,1,2,23,15.771996410833212
13013,77,Hugo Lloris,0,0,6334,1,30,289,291.517106198277
13014,70,Divock Origi,7,4,1478,5,7,97,90.95286266630427
13015,45,Christian Benteke,15,2,3652,5,7,145,153.36907715891078
13016,9,Davide Zappacosta,0,0,315,2,3,21,17.946043206220313
13017,59,Gary Cahill,6,0,4430,2,24,229,224.01658847423295
13018,91,Ryan Fraser,12,19,5126,4,13,285,273.7801922768546
13019,4,Didier Ndong,0,0,288,3,0,6,7.629241861424674
13020,109,Patrick van Aanholt,12,4,7606,2,22,318,315.7031648516515
13021,59,Nampalys Mendy,0,0,269,3,1,6,7.955326841092848
13022,69,Phil Jagielka,3,3,3695,2,9,139,128.1042500680485
13023,61,Adam Lallana,8,7,2466,4,10,145,143.06345935938953
13024,4,Daryl Janmaat,0,1,179,2,0,6,6.469350928890325
13025,18,Javier Manquillo,0,0,668,2,0,13,11.015261991504374
13026,17,Joe Ledley,1,1,892,3,2,33,32.81130281948552
13027,76,Laurent Depoitre,6,3,2865,5,4,128,106.85806085319672
13028,35,César Azpilicueta,0,4,3150,2,15,148,140.6893608981086
13029,103,Granit Xhaka,6,13,7714,3,27,262,268.282597022571
13030,46,Lewis Dunk,1,1,3979,2,11,109,121.45801989393684
13031,98,Laurent Koscielny,4,1,5430,2,19,228,207.53851824035195
13032,85,Wayne Hennessey,0,0,5850,1,17,231,225.96344746444385
13033,98,Ashley Young,3,10,4591,2,15,166,199.28871806689602
13034,16,Jonathan Leko,0,1,86,4,0,8,8.791316469648244
13035,44,André Ayew,7,4,1729,4,6,107,107.08003953494219
13036,52,Boaz Myhill,0,0,90,1,0,1,2.387350229047443
13037,100,Danny Simpson,0,3,5569,2,15,151,157.2448429332294
13038,53,Jeff Hendrick,4,2,3863,3,16,125,142.56994619708547
13039,36,Leander Dendoncker,1,0,1285,3,2,38,36.38801309210302
13040,30,Ayoze Pérez,2,4,1791,5,6,69,77.20336301040857
13041,72,Sam McQueen,0,1,758,2,2,37,24.245287600982067
13042,59,Fraser Forster,0,0,5220,1,18,207,218.56365882919414
13043,108,Jan Vertonghen,1,1,7744,2,35,318,315.2248337214641
13044,74,Gylfi Sigurdsson,17,9,5199,4,20,270,273.86118303261236
13045,62,Jonathan Hogg,0,1,3885,3,11,90,92.7131762411845
13046,58,Lewis Dunk,3,1,4951,2,14,150,162.2235136130561
13047,107,Seamus Coleman,5,6,5369,2,22,252,251.93685315565523
13048,45,Fernando Luiz Rosa,2,2,3368,3,14,98,114.41994192648252
13049,58,Danny Rose,2,3,1978,2,10,98,100.75226908447965
13050,109,Tom Cleverley,2,5,4195,3,12,137,131.96300329596215
13051,61,Danny Simpson,0,3,4647,2,13,128,138.94886218621434
13052,20,Wilfried Zaha,4,8,1645,4,1,88,101.46325446598593
13053,38,Juninho Bacuna,1,0,1410,3,0,39,35.06563101804966
13054,17,Aiden O'Neill,0,0,85,3,0,3,3.045382066455627
13055,25,James Maddison,5,4,1716,4,5,85,93.73532201623908
13056,108,Heurelho Gomes,0,0,5465,1,12,177,192.13637804203964
13057,62,Kevin De Bruyne,12,33,4931,4,23,344,356.1599285958361
13058,107,Callum Wilson,25,12,5248,5,19,292,289.7276438509345
13059,34,Adam Smith,1,4,2741,2,7,85,94.29860960896877
13060,41,Tom Davies,2,3,1679,3,9,67,76.29151526767275
13061,28,Islam Slimani,7,3,1100,5,5,75,76.41571671311772
13062,7,Charlie Adam,0,0,25,3,0,0,1.654540449979411
13063,4,Andy Carroll,0,0,90,5,0,2,5.4302660566285965
13064,39,Scott McTominay,0,0,532,3,3,18,16.19329238463071
13065,21,Ashley Westwood,0,0,571,3,1,16,14.624650872047297
13066,75,Wilfred Ndidi,3,7,6095,3,19,184,189.53439966526224
13067,63,Erik Pieters,0,2,4991,2,15,149,150.29493947435594
13068,63,Kurt Zouma,1,1,2205,2,5,75,67.5071566147706
13069,5,Troy Deeney,2,1,437,5,0,19,26.951600854566294
13070,26,Oscar dos Santos Emboaba Junior,0,1,455,4,1,17,18.434322442323804
13071,20,Robert Snodgrass,7,2,1635,4,2,94,96.18899449892871
13072,55,Leighton Baines,4,6,3918,2,12,171,164.71830088799976
13073,71,Leroy Fer,7,3,3799,3,8,136,138.62493706380457
13074,75,Joel Ward,0,2,5030,2,11,127,125.96006452431544
13075,107,Pedro Rodríguez Ledesma,21,13,5179,4,28,344,332.5372904303301
13076,113,Juan Mata,12,12,4817,4,30,272,268.94574431348855
13077,10,Lee Cattermole,0,0,175,3,0,3,5.101472937880203
13078,22,Philippe Coutinho,5,6,1046,4,3,80,84.08194391502298
13079,99,Simon Mignolet,0,0,4230,1,16,177,183.74415018544286
13080,65,Geoff Cameron,0,1,2856,3,7,82,69.83127059293685
13081,49,Ryan Shawcross,1,2,3690,2,11,112,122.04993409274275
13082,60,Phil Bardsley,0,0,1895,2,6,50,58.68324341971258
13083,92,Marc Albrighton,5,16,5740,3,18,233,222.36478570177377
13084,16,Sam Byram,0,0,264,2,1,7,8.875522234622935
13085,29,Joel Matip,1,0,1711,2,4,55,52.76529936506104
13086,50,Ashley Barnes,7,3,2176,5,8,98,101.82448623165209
13087,36,Saido Berahino,0,0,933,5,4,25,26.690795295881742
13088,26,Matteo Darmian,0,0,762,2,4,35,30.05590422802692
13089,73,David Silva,13,20,5101,4,25,296,300.31194710809785
13090,67,Manuel Lanzini,11,9,4304,4,13,210,209.5589273311603
13091,7,Chung-yong Lee,0,1,193,4,2,14,9.170334310181328
13092,32,Federico Fernández,0,1,1890,2,3,38,46.39991815330109
13093,38,Martin Olsson,2,1,2958,2,11,108,116.61483092521085
13094,26,Fraser Forster,0,0,2340,1,9,82,103.34284498388237
13095,26,Ryan Sessegnon,2,5,1460,3,0,65,61.60371218996181
13096,18,Romain Saïss,0,0,360,3,0,6,9.207302533134595
13097,20,Heurelho Gomes,0,0,1742,1,3,55,60.90345913355713
13098,34,Adrián San Miguel del Castillo,0,0,1350,1,4,48,54.85122742310855
13099,32,Jérémy Pied,0,0,12,2,0,1,0.6872887784935959
13100,20,Kyle Bartley,0,0,75,2,0,3,1.6655389410289771
13101,12,Steve Mandanda,0,0,810,1,0,19,17.89375671213476
13102,33,Tom Cleverley,0,2,1488,3,3,44,43.58539958999597
13103,33,Gastón Ramírez,2,3,1539,4,6,59,65.17832221322597
13104,57,Junior Stanislas,8,7,2142,4,5,136,134.78895605407325
13105,19,Isaac Mbenza,0,0,363,4,0,15,13.014403647772241
13106,26,Adama Diakhaby,0,1,547,5,1,18,21.61780835748712
13107,3,Geoff Cameron,0,0,90,3,0,2,3.1605714608872297
13108,54,Nathan Aké,6,0,1470,4,6,102,76.97596847239771
13109,69,Maya Yoshida,3,2,3604,2,12,144,140.8455337100547
13110,20,Collin Quaner,0,3,590,5,1,24,29.266249895068427
13111,35,Matt Targett,0,0,283,2,0,6,4.9328819140997275
13112,17,Sergio Agüero,10,1,1006,5,2,74,81.71743617065408
13113,26,Dean Marney,1,2,1764,3,5,51,58.43018694297197
13114,112,Victor Wanyama,6,2,4270,3,17,158,166.55173424549906
13115,45,Aiden O'Neill,0,0,85,3,0,3,3.045382066455627
13116,111,Rob Holding,0,1,2435,2,8,83,79.8471532574423
13117,10,Bryan Oviedo,0,0,440,2,1,8,11.774496147513474
13118,17,Aaron Ramsey,0,1,231,3,0,10,10.2735317178767
13119,67,Robert Snodgrass,7,6,2548,4,3,133,135.78395992564725
13120,69,Asmir Begovic,0,0,5400,1,11,173,186.08751712853154
13121,41,Jeff Hendrick,2,1,2944,3,10,83,91.94026881144919
13122,16,Matty James,0,0,338,3,1,8,9.51714023398349
13123,23,Isaiah Brown,0,0,302,5,0,16,11.072564307190817
13124,55,Gylfi Sigurdsson,10,6,3678,4,11,174,176.07218902611902
13125,59,Dominic Calvert-Lewin,5,6,2047,5,6,94,102.63582165349601
13126,14,Calum Chambers,1,0,810,2,2,26,28.215189378937907
13127,16,Mason Holgate,0,1,294,2,1,17,12.500713198732559
13128,29,Abdoulaye Doucouré,1,0,592,3,2,21,23.029854243098697
13129,34,Troy Deeney,10,4,2797,5,6,126,129.28443613623114
13130,5,Phil Jagielka,0,0,450,2,2,20,16.164089248506535
13131,14,Jonathan Leko,0,1,86,4,0,8,8.791316469648244
13132,60,Fabian Delph,2,1,1476,3,5,54,56.174791584343794
13133,43,Simon Francis,0,1,3152,2,10,93,100.23726389569677
13134,25,Nathaniel Mendez-Laing,1,0,411,4,2,22,18.66305217897923
13135,63,Harry Maguire,5,5,5113,2,13,187,188.0516144021289
13136,96,James McCarthy,1,1,817,3,0,29,28.822190604139024
13137,21,Pablo Zabaleta,1,0,799,2,1,28,23.305378191060797
13138,75,Tom Carroll,1,6,3861,3,12,135,123.90876405262668
13139,8,George Friend,0,1,630,2,0,15,13.052380147557272
13140,86,César Azpilicueta,3,12,7650,2,36,387,389.1080819129049
13141,72,Claudio Yacob,0,0,3316,3,7,77,70.6336511488687
13142,56,Mousa Dembélé,1,2,2868,3,12,99,94.25265567592623
13143,39,Declan Rice,0,0,323,3,0,7,8.3995823557633
13144,34,Martin Kelly,0,2,1779,2,1,38,36.441259201384355
13145,69,Craig Dawson,6,0,5156,2,11,163,164.62845011012092
13146,34,Kenneth Zohore,1,1,615,5,1,29,27.640693568658946
13147,49,Michael Carrick,0,0,1601,3,5,42,41.142422768824304
13148,111,Charlie Austin,15,4,2912,5,15,178,169.13876798275982
13149,11,Gareth Barry,2,0,923,3,3,32,38.2712112539006
13150,21,Michael Obafemi,0,1,98,5,0,8,8.76393229647772
13151,5,Jonjo Shelvey,0,0,68,3,0,-1,2.6529089824503345
13152,95,Winston Reid,2,3,4039,2,14,144,154.12886135988998
13153,107,Oleksandr Zinchenko,0,3,1591,2,12,58,91.5097421358139
13154,45,Fraser Forster,0,0,4050,1,17,174,180.48441470074027
13155,19,Asmir Begovic,0,0,1710,1,4,64,65.13958559592834
13156,68,Harry Maguire,5,5,5563,2,13,193,192.30092616231843
13157,23,Joe Lolley,1,0,217,4,0,11,15.606112335142953
13158,65,Sam Field,1,0,767,3,5,29,32.31797147262808
13159,65,Marcus Rashford,9,8,3033,5,15,150,161.99939486028546
13160,21,Marcus Rashford,3,1,832,5,2,37,42.48212294555759
13161,44,Andreas Pereira,0,0,150,4,0,3,6.805612607455444
13162,24,Harry Arter,1,2,1956,3,6,55,63.88913920346047
13163,58,Philippe Coutinho,20,15,3249,4,13,272,252.5621207610322
13164,48,James McArthur,5,3,2447,3,3,104,95.68180615798133
13165,74,Tomer Hemed,2,2,842,5,3,43,42.94011809846586
13166,30,Kevin McDonald,0,0,832,3,0,15,18.882609906741095
13167,45,Lewis Cook,0,2,522,3,2,20,21.917380903520865
13168,68,Shane Duffy,5,4,5659,2,16,201,206.90598117681793
13169,110,Jamie Vardy,48,15,8415,5,24,492,498.4284987780017
13170,62,Ilkay Gündogan,5,3,1264,3,5,84,78.73221535955602
13171,69,Oliver McBurnie,0,1,349,5,0,21,15.616716924160698
13172,46,Phil Jagielka,3,3,2693,2,7,116,103.19760497920626
13173,55,Wayne Routledge,3,2,2134,4,6,83,80.4278436728489
13174,9,Sergio Agüero,5,0,564,5,0,39,41.61890930360033
13175,32,Shane Duffy,0,2,2772,2,8,84,87.67005435257374
13176,85,Jordon Ibe,2,6,3092,4,7,124,119.25571954096034
13177,112,Pedro Obiang,3,4,4351,3,10,149,132.378281440109
13178,24,Marko Grujic,0,0,30,3,0,2,1.771040437486036
13179,65,Eden Hazard,27,13,4593,4,26,362,355.99829089339863
13180,31,Mamadou Sakho,0,0,540,2,4,33,26.05814327827706
13181,21,Sofiane Boufal,1,0,721,4,3,27,26.19313552008255
13182,5,Marouane Fellaini,0,0,450,3,2,9,13.046876452695429
13183,111,Ryan Bertrand,3,10,7532,2,26,278,291.5482567667911
13184,87,Jordan Henderson,2,5,4740,3,23,163,170.1809470504067
13185,61,Florian Lejeune,0,2,2283,2,6,73,70.35337153371694
13186,18,Jonas Olsson,0,0,500,2,1,9,12.764010839218408
13187,62,Diafra Sakho,3,1,475,5,0,36,32.65400347559154
13188,4,Harvey Barnes,0,0,1,4,0,1,2.2547239717299874
13189,46,Fabian Delph,2,1,424,3,1,27,28.213689915914813
13190,17,Manuel Lanzini,3,0,1025,4,4,49,46.75569190151815
13191,40,Ross Barkley,0,0,255,3,1,7,7.635824522007155
13192,24,Issa Diop,0,0,1980,2,4,47,50.261976333003275
13193,40,Rob Holding,0,0,876,2,4,33,32.0987924727892
13194,46,Joel Robles,0,1,1737,1,10,89,90.37030434255544
13195,49,Federico Fernández,0,1,3420,2,10,99,103.23736847522679
13196,2,Florian Lejeune,0,0,33,2,0,1,1.0125901689159411
13197,27,Aleksandar Mitrovic,1,0,89,5,0,10,10.091128741095204
13198,21,Harry Winks,1,0,343,3,0,21,15.34941120146722
13199,26,Connor Goldson,0,0,180,2,1,5,7.499532318804572
13200,54,Jake Livermore,1,2,4210,3,7,110,102.71857917472113
13201,35,Ahmed Musa,2,0,748,5,1,38,31.41728495355568
13202,9,Alex Oxlade-Chamberlain,1,0,285,3,1,16,15.161524213572378
13203,21,Philip Billing,0,0,420,3,3,12,13.680885034898562
13204,37,Ilkay Gündogan,3,1,704,3,3,41,44.10556460174975
13205,13,Ainsley Maitland-Niles,0,0,2,3,0,1,1.1172692141298075
13206,13,Anthony Martial,1,2,383,4,2,27,25.629158535108967
13207,45,Jordan Pickford,0,0,4050,1,11,163,160.0291724040286
13208,21,Patrick van Aanholt,3,1,1694,2,2,58,56.69066904226929
13209,108,Eric Dier,4,2,7084,3,36,221,223.3068693575987
13210,54,Yannick Bolasie,1,4,1048,4,3,45,51.38745807571081
13211,22,Vicente Iborra,1,0,1054,3,2,34,32.197866314779134
13212,19,Nahki Wells,0,0,4,5,0,1,3.0368568200024626
13213,30,Ibrahim Afellay,0,0,378,3,0,14,9.597753559395713
13214,12,Kevin Stewart,0,0,20,3,0,4,1.5379335548991087
13215,102,Kasper Schmeichel,0,0,7971,1,23,317,299.5066237223679
13216,14,Vicente Iborra,1,0,642,3,1,23,22.69723508123809
13217,63,Danny Simpson,0,3,4647,2,13,128,138.94886218621434
13218,76,Hugo Lloris,0,0,6244,1,30,287,286.83476262105887
13219,89,Tyrone Mings,0,0,707,2,0,7,11.626812088935594
13220,37,Davy Klaassen,0,0,203,4,0,6,8.383087091108507
13221,34,Jack Cork,0,1,2200,3,3,48,51.872404489564474
13222,5,Yves Bissouma,0,0,214,3,0,6,5.980796965596852
13223,39,Phil Foden,0,1,45,3,0,8,5.971356229449494
13224,58,Kyle Walker-Peters,0,5,290,2,2,32,38.48395127256598
13225,15,Denis Odoi,0,0,1125,2,0,11,18.044768011296995
13226,44,Yohan Cabaye,4,4,2393,3,7,96,101.00036846968612
13227,7,Curtis Davies,0,1,630,2,1,18,17.72159027519143
13228,98,James McArthur,12,7,6229,3,18,263,250.63036409838702
13229,16,Cesc Fàbregas,1,3,286,3,1,26,25.917915995208727
13230,12,Laurent Koscielny,2,0,990,2,4,56,47.26937067524341
13231,42,Jeffrey Schlupp,0,2,1235,3,3,50,38.50688494879239
13232,48,Jeffrey Schlupp,0,2,1736,3,3,57,48.31749558074932
13233,62,Matt Ritchie,4,11,4532,3,15,179,178.67610400199356
13234,82,Pape Souaré,0,0,279,2,0,8,4.869688371447392
13235,57,Loris Karius,0,0,1080,1,5,44,51.230846437620684
13236,75,Pablo Zabaleta,0,2,5314,2,14,144,145.7611305061833
13237,6,Carlos Sánchez,0,0,217,3,0,7,6.048138941946796
13238,13,Jürgen Locadia,1,1,165,5,1,15,15.861210141229453
13239,35,Shane Long,3,1,1176,5,2,54,50.03993371679388
13240,81,Sergio Romero,0,0,270,1,3,30,22.387829191380625
13241,21,Nathaniel Clyne,0,2,1800,2,6,72,63.1407081028632
13242,26,N'Golo Kanté,1,0,2238,3,12,62,80.04893572271769
13243,67,James McArthur,8,3,3655,3,6,155,138.8822814561617
13244,87,Fraser Forster,0,0,5220,1,18,207,218.56365882919414
13245,22,Winston Reid,2,3,1697,2,6,79,75.5227403414733
13246,22,Matt Phillips,4,9,1743,4,5,105,105.55573491195423
13247,28,Will Hughes,2,1,323,3,2,26,27.38351413430341
13248,56,Romelu Lukaku,22,8,4049,5,16,223,240.6181502050087
13249,41,Heurelho Gomes,0,0,3607,1,9,127,140.4202275688504
13250,33,Mousa Dembélé,1,2,1898,3,11,70,77.0169696849506
13251,35,Oumar Niasse,4,0,826,5,2,35,43.13348787119122
13252,21,Dominic Solanke,0,1,284,5,1,18,14.699030258690513
13253,32,Paul Pogba,4,3,2564,3,13,103,119.06199662999401
13254,109,Robert Kenedy Nunes do Nascimento,3,3,2384,3,12,102,105.33278556853287
13255,74,Thibaut Courtois,0,0,6300,1,31,275,288.7055965066346
13256,22,Lewis Grabban,0,1,60,5,0,6,7.687599649486387
13257,58,Troy Deeney,12,5,3572,5,7,157,156.89822213978738
13258,111,Harry Arter,2,5,5914,3,19,159,169.59393418889198
13259,60,Ademola Lookman,1,1,475,4,1,27,25.754202375845395
13260,16,Luciano Narsingh,0,2,391,4,1,21,20.361836946282892
13261,10,Kamil Grosicki,0,5,747,4,1,33,41.743692957577395
13262,41,Saido Berahino,0,1,1099,5,5,33,36.23293805771074
13263,76,Morgan Schneiderlin,1,0,3197,3,11,89,86.84137599235939
13264,17,Joe Hart,0,1,1260,1,3,45,48.99937552257643
13265,69,Tom Heaton,0,0,3455,1,10,157,140.57266855481842
13266,13,José Holebas,2,1,1044,2,3,41,44.62065209248519
13267,57,Chris Smalling,2,1,2402,2,9,101,97.69503053854658
13268,70,Glen Johnson,0,0,2292,2,6,59,64.66194741647243
13269,33,Harrison Reed,0,0,64,3,0,3,2.5603771430865727
13270,49,Lukasz Fabianski,0,0,4320,1,12,161,170.7630581288035
13271,54,Muhamed Besic,0,0,46,3,0,2,2.143117759167989
13272,15,Raheem Sterling,4,3,1030,4,2,56,67.71179936542063
13273,24,Alireza Jahanbakhsh,0,0,437,4,3,15,11.605418740778426
13274,23,Jordi Amat,0,0,1350,2,2,20,31.09878290071471
13275,6,Wes Morgan,1,0,540,2,2,21,23.618230277850497
13276,24,Willian Borges Da Silva,5,2,1114,4,6,74,71.43810032134101
13277,28,Juninho Bacuna,0,0,651,3,0,16,15.313169688759785
13278,35,Darron Gibson,0,0,563,3,1,14,14.453714395481981
13279,34,David Meyler,1,0,962,3,2,33,30.453997452419415
13280,50,Jack Simpson,0,0,71,2,0,1,1.6032267650875784
13281,85,Maya Yoshida,3,2,4209,2,13,155,153.42527014402654
13282,53,Paul Pogba,8,11,3290,3,17,171,191.434030789652
13283,96,Georginio Wijnaldum,8,12,6859,3,36,290,310.8717750065368
13284,58,Tom Heaton,0,0,3455,1,10,157,140.57266855481842
13285,59,Davy Pröpper,0,4,4620,3,11,122,121.89256876240535
13286,37,Mikel Merino,1,1,1337,3,3,49,43.06750546441219
13287,24,Michael Kightly,0,0,104,4,0,6,5.418921003835756
13288,4,Papy Djilobodji,0,0,270,2,0,4,4.727536169981416
13289,105,Troy Deeney,23,10,6936,5,17,304,292.58492255898676
13290,60,Asmir Begovic,0,0,5400,1,11,173,186.08751712853154
